,year,age_group,sex,region,value
3051,2016,All ages,Both sexes,State,4739.6
3052,2016,All ages,Both sexes,Border,393.3
3053,2016,All ages,Both sexes,West,447.5
3054,2016,All ages,Both sexes,Mid-West,472.5
3055,2016,All ages,Both sexes,South-East,421.2
3056,2016,All ages,Both sexes,South-West,685.0
3057,2016,All ages,Both sexes,Dublin,1335.9
3058,2016,All ages,Both sexes,Mid-East,690.9
3059,2016,All ages,Both sexes,Midland,293.4
3060,2016,All ages,Male,State,2346.5
3061,2016,All ages,Male,Border,196.4
3062,2016,All ages,Male,West,223.2
3063,2016,All ages,Male,Mid-West,235.6
3064,2016,All ages,Male,South-East,209.3
3065,2016,All ages,Male,South-West,339.7
3066,2016,All ages,Male,Dublin,653.0
3067,2016,All ages,Male,Mid-East,342.5
3068,2016,All ages,Male,Midland,146.8
3069,2016,All ages,Female,State,2393.1
3070,2016,All ages,Female,Border,196.9
3071,2016,All ages,Female,West,224.3
3072,2016,All ages,Female,Mid-West,236.9
3073,2016,All ages,Female,South-East,211.9
3074,2016,All ages,Female,South-West,345.3
3075,2016,All ages,Female,Dublin,682.9
3076,2016,All ages,Female,Mid-East,348.4
3077,2016,All ages,Female,Midland,146.6
3078,2017,0 - 4 years,Both sexes,State,325.0
3079,2017,0 - 4 years,Both sexes,Border,26.2
3080,2017,0 - 4 years,Both sexes,West,30.0
3081,2017,0 - 4 years,Both sexes,Mid-West,30.3
3082,2017,0 - 4 years,Both sexes,South-East,27.5
3083,2017,0 - 4 years,Both sexes,South-West,45.2
3084,2017,0 - 4 years,Both sexes,Dublin,89.8
3085,2017,0 - 4 years,Both sexes,Mid-East,52.9
3086,2017,0 - 4 years,Both sexes,Midland,23.1
3087,2017,0 - 4 years,Male,State,166.2
3088,2017,0 - 4 years,Male,Border,13.5
3089,2017,0 - 4 years,Male,West,15.3
3090,2017,0 - 4 years,Male,Mid-West,15.5
3091,2017,0 - 4 years,Male,South-East,14.2
3092,2017,0 - 4 years,Male,South-West,23.2
3093,2017,0 - 4 years,Male,Dublin,45.6
3094,2017,0 - 4 years,Male,Mid-East,27.0
3095,2017,0 - 4 years,Male,Midland,11.9
3096,2017,0 - 4 years,Female,State,158.8
3097,2017,0 - 4 years,Female,Border,12.7
3098,2017,0 - 4 years,Female,West,14.7
3099,2017,0 - 4 years,Female,Mid-West,14.9
3100,2017,0 - 4 years,Female,South-East,13.3
3101,2017,0 - 4 years,Female,South-West,22.1
3102,2017,0 - 4 years,Female,Dublin,44.2
3103,2017,0 - 4 years,Female,Mid-East,25.9
3104,2017,0 - 4 years,Female,Midland,11.2
3105,2017,5 - 9 years,Both sexes,State,360.7
3106,2017,5 - 9 years,Both sexes,Border,31.6
3107,2017,5 - 9 years,Both sexes,West,33.3
3108,2017,5 - 9 years,Both sexes,Mid-West,35.4
3109,2017,5 - 9 years,Both sexes,South-East,32.7
3110,2017,5 - 9 years,Both sexes,South-West,50.7
3111,2017,5 - 9 years,Both sexes,Dublin,92.8
3112,2017,5 - 9 years,Both sexes,Mid-East,60.1
3113,2017,5 - 9 years,Both sexes,Midland,24.0
3114,2017,5 - 9 years,Male,State,184.0
3115,2017,5 - 9 years,Male,Border,16.2
3116,2017,5 - 9 years,Male,West,17.0
3117,2017,5 - 9 years,Male,Mid-West,18.2
3118,2017,5 - 9 years,Male,South-East,16.8
3119,2017,5 - 9 years,Male,South-West,25.7
3120,2017,5 - 9 years,Male,Dublin,47.4
3121,2017,5 - 9 years,Male,Mid-East,30.5
3122,2017,5 - 9 years,Male,Midland,12.3
3123,2017,5 - 9 years,Female,State,176.7
3124,2017,5 - 9 years,Female,Border,15.4
3125,2017,5 - 9 years,Female,West,16.3
3126,2017,5 - 9 years,Female,Mid-West,17.2
3127,2017,5 - 9 years,Female,South-East,15.9
3128,2017,5 - 9 years,Female,South-West,25.1
3129,2017,5 - 9 years,Female,Dublin,45.5
3130,2017,5 - 9 years,Female,Mid-East,29.6
3131,2017,5 - 9 years,Female,Midland,11.7
3132,2017,10 - 14 years,Both sexes,State,324.7
3133,2017,10 - 14 years,Both sexes,Border,29.4
3134,2017,10 - 14 years,Both sexes,West,30.9
3135,2017,10 - 14 years,Both sexes,Mid-West,33.0
3136,2017,10 - 14 years,Both sexes,South-East,30.8
3137,2017,10 - 14 years,Both sexes,South-West,45.7
3138,2017,10 - 14 years,Both sexes,Dublin,79.0
3139,2017,10 - 14 years,Both sexes,Mid-East,53.9
3140,2017,10 - 14 years,Both sexes,Midland,22.0
3141,2017,10 - 14 years,Male,State,166.2
3142,2017,10 - 14 years,Male,Border,15.2
3143,2017,10 - 14 years,Male,West,15.8
3144,2017,10 - 14 years,Male,Mid-West,16.9
3145,2017,10 - 14 years,Male,South-East,15.8
3146,2017,10 - 14 years,Male,South-West,23.5
3147,2017,10 - 14 years,Male,Dublin,40.3
3148,2017,10 - 14 years,Male,Mid-East,27.5
3149,2017,10 - 14 years,Male,Midland,11.4
3150,2017,10 - 14 years,Female,State,158.4
3151,2017,10 - 14 years,Female,Border,14.3
3152,2017,10 - 14 years,Female,West,15.1
3153,2017,10 - 14 years,Female,Mid-West,16.2
3154,2017,10 - 14 years,Female,South-East,15.1
3155,2017,10 - 14 years,Female,South-West,22.2
3156,2017,10 - 14 years,Female,Dublin,38.7
3157,2017,10 - 14 years,Female,Mid-East,26.3
3158,2017,10 - 14 years,Female,Midland,10.5
3159,2017,15 - 19 years,Both sexes,State,309.6
3160,2017,15 - 19 years,Both sexes,Border,27.6
3161,2017,15 - 19 years,Both sexes,West,29.3
3162,2017,15 - 19 years,Both sexes,Mid-West,32.1
3163,2017,15 - 19 years,Both sexes,South-East,28.7
3164,2017,15 - 19 years,Both sexes,South-West,44.5
3165,2017,15 - 19 years,Both sexes,Dublin,78.3
3166,2017,15 - 19 years,Both sexes,Mid-East,48.4
3167,2017,15 - 19 years,Both sexes,Midland,20.6
3168,2017,15 - 19 years,Male,State,158.1
3169,2017,15 - 19 years,Male,Border,14.1
3170,2017,15 - 19 years,Male,West,15.0
3171,2017,15 - 19 years,Male,Mid-West,16.3
3172,2017,15 - 19 years,Male,South-East,14.7
3173,2017,15 - 19 years,Male,South-West,22.5
3174,2017,15 - 19 years,Male,Dublin,39.8
3175,2017,15 - 19 years,Male,Mid-East,25.1
3176,2017,15 - 19 years,Male,Midland,10.5
3177,2017,15 - 19 years,Female,State,151.5
3178,2017,15 - 19 years,Female,Border,13.5
3179,2017,15 - 19 years,Female,West,14.3
3180,2017,15 - 19 years,Female,Mid-West,15.8
3181,2017,15 - 19 years,Female,South-East,14.0
3182,2017,15 - 19 years,Female,South-West,21.9
3183,2017,15 - 19 years,Female,Dublin,38.6
3184,2017,15 - 19 years,Female,Mid-East,23.3
3185,2017,15 - 19 years,Female,Midland,10.1
3186,2017,20 - 24 years,Both sexes,State,277.4
3187,2017,20 - 24 years,Both sexes,Border,20.5
3188,2017,20 - 24 years,Both sexes,West,25.2
3189,2017,20 - 24 years,Both sexes,Mid-West,27.5
3190,2017,20 - 24 years,Both sexes,South-East,22.6
3191,2017,20 - 24 years,Both sexes,South-West,40.3
3192,2017,20 - 24 years,Both sexes,Dublin,87.4
3193,2017,20 - 24 years,Both sexes,Mid-East,37.7
3194,2017,20 - 24 years,Both sexes,Midland,16.2
3195,2017,20 - 24 years,Male,State,140.9
3196,2017,20 - 24 years,Male,Border,10.4
3197,2017,20 - 24 years,Male,West,13.1
3198,2017,20 - 24 years,Male,Mid-West,14.2
3199,2017,20 - 24 years,Male,South-East,11.4
3200,2017,20 - 24 years,Male,South-West,20.2
3201,2017,20 - 24 years,Male,Dublin,44.0
3202,2017,20 - 24 years,Male,Mid-East,19.3
3203,2017,20 - 24 years,Male,Midland,8.3
3204,2017,20 - 24 years,Female,State,136.5
3205,2017,20 - 24 years,Female,Border,10.1
3206,2017,20 - 24 years,Female,West,12.1
3207,2017,20 - 24 years,Female,Mid-West,13.3
3208,2017,20 - 24 years,Female,South-East,11.2
3209,2017,20 - 24 years,Female,South-West,20.2
3210,2017,20 - 24 years,Female,Dublin,43.3
3211,2017,20 - 24 years,Female,Mid-East,18.4
3212,2017,20 - 24 years,Female,Midland,7.9
3213,2017,25 - 29 years,Both sexes,State,294.0
3214,2017,25 - 29 years,Both sexes,Border,20.0
3215,2017,25 - 29 years,Both sexes,West,23.9
3216,2017,25 - 29 years,Both sexes,Mid-West,25.4
3217,2017,25 - 29 years,Both sexes,South-East,22.4
3218,2017,25 - 29 years,Both sexes,South-West,38.8
3219,2017,25 - 29 years,Both sexes,Dublin,110.2
3220,2017,25 - 29 years,Both sexes,Mid-East,36.6
3221,2017,25 - 29 years,Both sexes,Midland,16.6
3222,2017,25 - 29 years,Male,State,145.2
3223,2017,25 - 29 years,Male,Border,9.8
3224,2017,25 - 29 years,Male,West,12.0
3225,2017,25 - 29 years,Male,Mid-West,12.8
3226,2017,25 - 29 years,Male,South-East,11.0
3227,2017,25 - 29 years,Male,South-West,19.4
3228,2017,25 - 29 years,Male,Dublin,54.0
3229,2017,25 - 29 years,Male,Mid-East,17.9
3230,2017,25 - 29 years,Male,Midland,8.3
3231,2017,25 - 29 years,Female,State,148.7
3232,2017,25 - 29 years,Female,Border,10.2
3233,2017,25 - 29 years,Female,West,11.9
3234,2017,25 - 29 years,Female,Mid-West,12.6
3235,2017,25 - 29 years,Female,South-East,11.4
3236,2017,25 - 29 years,Female,South-West,19.4
3237,2017,25 - 29 years,Female,Dublin,56.3
3238,2017,25 - 29 years,Female,Mid-East,18.8
3239,2017,25 - 29 years,Female,Midland,8.3
3240,2017,30 - 34 years,Both sexes,State,349.2
3241,2017,30 - 34 years,Both sexes,Border,25.0
3242,2017,30 - 34 years,Both sexes,West,29.3
3243,2017,30 - 34 years,Both sexes,Mid-West,31.2
3244,2017,30 - 34 years,Both sexes,South-East,27.2
3245,2017,30 - 34 years,Both sexes,South-West,47.8
3246,2017,30 - 34 years,Both sexes,Dublin,119.4
3247,2017,30 - 34 years,Both sexes,Mid-East,48.4
3248,2017,30 - 34 years,Both sexes,Midland,20.9
3249,2017,30 - 34 years,Male,State,167.1
3250,2017,30 - 34 years,Male,Border,11.9
3251,2017,30 - 34 years,Male,West,14.1
3252,2017,30 - 34 years,Male,Mid-West,14.9
3253,2017,30 - 34 years,Male,South-East,12.8
3254,2017,30 - 34 years,Male,South-West,22.9
3255,2017,30 - 34 years,Male,Dublin,57.7
3256,2017,30 - 34 years,Male,Mid-East,22.7
3257,2017,30 - 34 years,Male,Midland,10.2
3258,2017,30 - 34 years,Female,State,182.1
3259,2017,30 - 34 years,Female,Border,13.1
3260,2017,30 - 34 years,Female,West,15.3
3261,2017,30 - 34 years,Female,Mid-West,16.2
3262,2017,30 - 34 years,Female,South-East,14.4
3263,2017,30 - 34 years,Female,South-West,24.9
3264,2017,30 - 34 years,Female,Dublin,61.7
3265,2017,30 - 34 years,Female,Mid-East,25.7
3266,2017,30 - 34 years,Female,Midland,10.7
3267,2017,35 - 39 years,Both sexes,State,396.1
3268,2017,35 - 39 years,Both sexes,Border,29.6
3269,2017,35 - 39 years,Both sexes,West,34.8
3270,2017,35 - 39 years,Both sexes,Mid-West,36.3
3271,2017,35 - 39 years,Both sexes,South-East,32.7
3272,2017,35 - 39 years,Both sexes,South-West,55.8
3273,2017,35 - 39 years,Both sexes,Dublin,123.5
3274,2017,35 - 39 years,Both sexes,Mid-East,59.2
3275,2017,35 - 39 years,Both sexes,Midland,24.2
3276,2017,35 - 39 years,Male,State,193.2
3277,2017,35 - 39 years,Male,Border,14.3
3278,2017,35 - 39 years,Male,West,16.9
3279,2017,35 - 39 years,Male,Mid-West,17.7
3280,2017,35 - 39 years,Male,South-East,15.9
3281,2017,35 - 39 years,Male,South-West,27.2
3282,2017,35 - 39 years,Male,Dublin,60.7
3283,2017,35 - 39 years,Male,Mid-East,28.5
3284,2017,35 - 39 years,Male,Midland,11.9
3285,2017,35 - 39 years,Female,State,203.0
3286,2017,35 - 39 years,Female,Border,15.4
3287,2017,35 - 39 years,Female,West,17.8
3288,2017,35 - 39 years,Female,Mid-West,18.6
3289,2017,35 - 39 years,Female,South-East,16.8
3290,2017,35 - 39 years,Female,South-West,28.5
3291,2017,35 - 39 years,Female,Dublin,62.9
3292,2017,35 - 39 years,Female,Mid-East,30.7
3293,2017,35 - 39 years,Female,Midland,12.2
3294,2017,40 - 44 years,Both sexes,State,364.0
3295,2017,40 - 44 years,Both sexes,Border,28.6
3296,2017,40 - 44 years,Both sexes,West,33.5
3297,2017,40 - 44 years,Both sexes,Mid-West,35.6
3298,2017,40 - 44 years,Both sexes,South-East,31.9
3299,2017,40 - 44 years,Both sexes,South-West,52.3
3300,2017,40 - 44 years,Both sexes,Dublin,102.1
3301,2017,40 - 44 years,Both sexes,Mid-East,57.7
3302,2017,40 - 44 years,Both sexes,Midland,22.3
3303,2017,40 - 44 years,Male,State,180.2
3304,2017,40 - 44 years,Male,Border,14.2
3305,2017,40 - 44 years,Male,West,16.4
3306,2017,40 - 44 years,Male,Mid-West,17.7
3307,2017,40 - 44 years,Male,South-East,15.8
3308,2017,40 - 44 years,Male,South-West,26.2
3309,2017,40 - 44 years,Male,Dublin,50.3
3310,2017,40 - 44 years,Male,Mid-East,28.4
3311,2017,40 - 44 years,Male,Midland,11.3
3312,2017,40 - 44 years,Female,State,183.8
3313,2017,40 - 44 years,Female,Border,14.5
3314,2017,40 - 44 years,Female,West,17.0
3315,2017,40 - 44 years,Female,Mid-West,17.9
3316,2017,40 - 44 years,Female,South-East,16.1
3317,2017,40 - 44 years,Female,South-West,26.1
3318,2017,40 - 44 years,Female,Dublin,51.8
3319,2017,40 - 44 years,Female,Mid-East,29.4
3320,2017,40 - 44 years,Female,Midland,11.0
3321,2017,45 - 49 years,Both sexes,State,334.6
3322,2017,45 - 49 years,Both sexes,Border,27.8
3323,2017,45 - 49 years,Both sexes,West,31.5
3324,2017,45 - 49 years,Both sexes,Mid-West,33.6
3325,2017,45 - 49 years,Both sexes,South-East,30.2
3326,2017,45 - 49 years,Both sexes,South-West,48.8
3327,2017,45 - 49 years,Both sexes,Dublin,89.1
3328,2017,45 - 49 years,Both sexes,Mid-East,52.6
3329,2017,45 - 49 years,Both sexes,Midland,21.0
3330,2017,45 - 49 years,Male,State,167.0
3331,2017,45 - 49 years,Male,Border,13.9
3332,2017,45 - 49 years,Male,West,15.7
3333,2017,45 - 49 years,Male,Mid-West,16.9
3334,2017,45 - 49 years,Male,South-East,15.1
3335,2017,45 - 49 years,Male,South-West,24.5
3336,2017,45 - 49 years,Male,Dublin,43.9
3337,2017,45 - 49 years,Male,Mid-East,26.3
3338,2017,45 - 49 years,Male,Midland,10.6
3339,2017,45 - 49 years,Female,State,167.6
3340,2017,45 - 49 years,Female,Border,13.9
3341,2017,45 - 49 years,Female,West,15.7
3342,2017,45 - 49 years,Female,Mid-West,16.7
3343,2017,45 - 49 years,Female,South-East,15.1
3344,2017,45 - 49 years,Female,South-West,24.3
3345,2017,45 - 49 years,Female,Dublin,45.2
3346,2017,45 - 49 years,Female,Mid-East,26.3
3347,2017,45 - 49 years,Female,Midland,10.3
3348,2017,50 - 54 years,Both sexes,State,304.5
3349,2017,50 - 54 years,Both sexes,Border,26.1
3350,2017,50 - 54 years,Both sexes,West,29.5
3351,2017,50 - 54 years,Both sexes,Mid-West,31.5
3352,2017,50 - 54 years,Both sexes,South-East,28.6
3353,2017,50 - 54 years,Both sexes,South-West,45.7
3354,2017,50 - 54 years,Both sexes,Dublin,78.4
3355,2017,50 - 54 years,Both sexes,Mid-East,45.8
3356,2017,50 - 54 years,Both sexes,Midland,18.9
3357,2017,50 - 54 years,Male,State,150.6
3358,2017,50 - 54 years,Male,Border,12.9
3359,2017,50 - 54 years,Male,West,14.7
3360,2017,50 - 54 years,Male,Mid-West,15.7
3361,2017,50 - 54 years,Male,South-East,14.1
3362,2017,50 - 54 years,Male,South-West,22.9
3363,2017,50 - 54 years,Male,Dublin,37.9
3364,2017,50 - 54 years,Male,Mid-East,22.9
3365,2017,50 - 54 years,Male,Midland,9.5
3366,2017,50 - 54 years,Female,State,153.9
3367,2017,50 - 54 years,Female,Border,13.1
3368,2017,50 - 54 years,Female,West,14.8
3369,2017,50 - 54 years,Female,Mid-West,15.8
3370,2017,50 - 54 years,Female,South-East,14.5
3371,2017,50 - 54 years,Female,South-West,22.8
3372,2017,50 - 54 years,Female,Dublin,40.5
3373,2017,50 - 54 years,Female,Mid-East,22.9
3374,2017,50 - 54 years,Female,Midland,9.5
3375,2017,55 - 59 years,Both sexes,State,275.2
3376,2017,55 - 59 years,Both sexes,Border,24.0
3377,2017,55 - 59 years,Both sexes,West,27.7
3378,2017,55 - 59 years,Both sexes,Mid-West,29.1
3379,2017,55 - 59 years,Both sexes,South-East,25.8
3380,2017,55 - 59 years,Both sexes,South-West,41.3
3381,2017,55 - 59 years,Both sexes,Dublin,71.7
3382,2017,55 - 59 years,Both sexes,Mid-East,38.6
3383,2017,55 - 59 years,Both sexes,Midland,17.1
3384,2017,55 - 59 years,Male,State,136.3
3385,2017,55 - 59 years,Male,Border,11.9
3386,2017,55 - 59 years,Male,West,13.8
3387,2017,55 - 59 years,Male,Mid-West,14.7
3388,2017,55 - 59 years,Male,South-East,12.8
3389,2017,55 - 59 years,Male,South-West,20.7
3390,2017,55 - 59 years,Male,Dublin,34.5
3391,2017,55 - 59 years,Male,Mid-East,19.3
3392,2017,55 - 59 years,Male,Midland,8.7
3393,2017,55 - 59 years,Female,State,138.9
3394,2017,55 - 59 years,Female,Border,12.1
3395,2017,55 - 59 years,Female,West,13.9
3396,2017,55 - 59 years,Female,Mid-West,14.5
3397,2017,55 - 59 years,Female,South-East,12.9
3398,2017,55 - 59 years,Female,South-West,20.7
3399,2017,55 - 59 years,Female,Dublin,37.2
3400,2017,55 - 59 years,Female,Mid-East,19.3
3401,2017,55 - 59 years,Female,Midland,8.4
3402,2017,60 - 64 years,Both sexes,State,243.5
3403,2017,60 - 64 years,Both sexes,Border,22.2
3404,2017,60 - 64 years,Both sexes,West,25.5
3405,2017,60 - 64 years,Both sexes,Mid-West,26.5
3406,2017,60 - 64 years,Both sexes,South-East,22.9
3407,2017,60 - 64 years,Both sexes,South-West,36.8
3408,2017,60 - 64 years,Both sexes,Dublin,61.3
3409,2017,60 - 64 years,Both sexes,Mid-East,33.2
3410,2017,60 - 64 years,Both sexes,Midland,15.0
3411,2017,60 - 64 years,Male,State,121.0
3412,2017,60 - 64 years,Male,Border,11.2
3413,2017,60 - 64 years,Male,West,12.9
3414,2017,60 - 64 years,Male,Mid-West,13.4
3415,2017,60 - 64 years,Male,South-East,11.6
3416,2017,60 - 64 years,Male,South-West,18.4
3417,2017,60 - 64 years,Male,Dublin,29.2
3418,2017,60 - 64 years,Male,Mid-East,16.5
3419,2017,60 - 64 years,Male,Midland,7.7
3420,2017,60 - 64 years,Female,State,122.5
3421,2017,60 - 64 years,Female,Border,11.0
3422,2017,60 - 64 years,Female,West,12.6
3423,2017,60 - 64 years,Female,Mid-West,13.1
3424,2017,60 - 64 years,Female,South-East,11.3
3425,2017,60 - 64 years,Female,South-West,18.4
3426,2017,60 - 64 years,Female,Dublin,32.1
3427,2017,60 - 64 years,Female,Mid-East,16.7
3428,2017,60 - 64 years,Female,Midland,7.3
3429,2017,65 - 69 years,Both sexes,State,212.7
3430,2017,65 - 69 years,Both sexes,Border,19.8
3431,2017,65 - 69 years,Both sexes,West,22.1
3432,2017,65 - 69 years,Both sexes,Mid-West,23.9
3433,2017,65 - 69 years,Both sexes,South-East,20.2
3434,2017,65 - 69 years,Both sexes,South-West,32.5
3435,2017,65 - 69 years,Both sexes,Dublin,53.3
3436,2017,65 - 69 years,Both sexes,Mid-East,28.2
3437,2017,65 - 69 years,Both sexes,Midland,12.7
3438,2017,65 - 69 years,Male,State,105.5
3439,2017,65 - 69 years,Male,Border,10.1
3440,2017,65 - 69 years,Male,West,11.2
3441,2017,65 - 69 years,Male,Mid-West,12.0
3442,2017,65 - 69 years,Male,South-East,10.2
3443,2017,65 - 69 years,Male,South-West,16.3
3444,2017,65 - 69 years,Male,Dublin,25.3
3445,2017,65 - 69 years,Male,Mid-East,13.9
3446,2017,65 - 69 years,Male,Midland,6.5
3447,2017,65 - 69 years,Female,State,107.1
3448,2017,65 - 69 years,Female,Border,9.8
3449,2017,65 - 69 years,Female,West,10.9
3450,2017,65 - 69 years,Female,Mid-West,11.9
3451,2017,65 - 69 years,Female,South-East,10.0
3452,2017,65 - 69 years,Female,South-West,16.1
3453,2017,65 - 69 years,Female,Dublin,27.9
3454,2017,65 - 69 years,Female,Mid-East,14.3
3455,2017,65 - 69 years,Female,Midland,6.3
3456,2017,70 - 74 years,Both sexes,State,170.1
3457,2017,70 - 74 years,Both sexes,Border,15.9
3458,2017,70 - 74 years,Both sexes,West,17.6
3459,2017,70 - 74 years,Both sexes,Mid-West,19.0
3460,2017,70 - 74 years,Both sexes,South-East,16.5
3461,2017,70 - 74 years,Both sexes,South-West,26.3
3462,2017,70 - 74 years,Both sexes,Dublin,42.6
3463,2017,70 - 74 years,Both sexes,Mid-East,22.1
3464,2017,70 - 74 years,Both sexes,Midland,10.0
3465,2017,70 - 74 years,Male,State,83.3
3466,2017,70 - 74 years,Male,Border,8.2
3467,2017,70 - 74 years,Male,West,8.9
3468,2017,70 - 74 years,Male,Mid-West,9.4
3469,2017,70 - 74 years,Male,South-East,8.1
3470,2017,70 - 74 years,Male,South-West,12.9
3471,2017,70 - 74 years,Male,Dublin,19.9
3472,2017,70 - 74 years,Male,Mid-East,11.0
3473,2017,70 - 74 years,Male,Midland,5.0
3474,2017,70 - 74 years,Female,State,86.7
3475,2017,70 - 74 years,Female,Border,7.8
3476,2017,70 - 74 years,Female,West,8.7
3477,2017,70 - 74 years,Female,Mid-West,9.6
3478,2017,70 - 74 years,Female,South-East,8.4
3479,2017,70 - 74 years,Female,South-West,13.4
3480,2017,70 - 74 years,Female,Dublin,22.7
3481,2017,70 - 74 years,Female,Mid-East,11.1
3482,2017,70 - 74 years,Female,Midland,5.1
3483,2017,75 - 79 years,Both sexes,State,117.3
3484,2017,75 - 79 years,Both sexes,Border,10.9
3485,2017,75 - 79 years,Both sexes,West,12.3
3486,2017,75 - 79 years,Both sexes,Mid-West,13.0
3487,2017,75 - 79 years,Both sexes,South-East,11.5
3488,2017,75 - 79 years,Both sexes,South-West,18.1
3489,2017,75 - 79 years,Both sexes,Dublin,31.2
3490,2017,75 - 79 years,Both sexes,Mid-East,14.0
3491,2017,75 - 79 years,Both sexes,Midland,6.4
3492,2017,75 - 79 years,Male,State,55.3
3493,2017,75 - 79 years,Male,Border,5.4
3494,2017,75 - 79 years,Male,West,6.0
3495,2017,75 - 79 years,Male,Mid-West,6.2
3496,2017,75 - 79 years,Male,South-East,5.5
3497,2017,75 - 79 years,Male,South-West,8.5
3498,2017,75 - 79 years,Male,Dublin,13.9
3499,2017,75 - 79 years,Male,Mid-East,6.7
3500,2017,75 - 79 years,Male,Midland,3.1
3501,2017,75 - 79 years,Female,State,62.0
3502,2017,75 - 79 years,Female,Border,5.5
3503,2017,75 - 79 years,Female,West,6.3
3504,2017,75 - 79 years,Female,Mid-West,6.8
3505,2017,75 - 79 years,Female,South-East,5.9
3506,2017,75 - 79 years,Female,South-West,9.6
3507,2017,75 - 79 years,Female,Dublin,17.3
3508,2017,75 - 79 years,Female,Mid-East,7.3
3509,2017,75 - 79 years,Female,Midland,3.4
3510,2017,80 - 84 years,Both sexes,State,83.2
3511,2017,80 - 84 years,Both sexes,Border,7.9
3512,2017,80 - 84 years,Both sexes,West,8.9
3513,2017,80 - 84 years,Both sexes,Mid-West,9.2
3514,2017,80 - 84 years,Both sexes,South-East,7.9
3515,2017,80 - 84 years,Both sexes,South-West,12.9
3516,2017,80 - 84 years,Both sexes,Dublin,22.5
3517,2017,80 - 84 years,Both sexes,Mid-East,9.2
3518,2017,80 - 84 years,Both sexes,Midland,4.8
3519,2017,80 - 84 years,Male,State,36.4
3520,2017,80 - 84 years,Male,Border,3.6
3521,2017,80 - 84 years,Male,West,4.1
3522,2017,80 - 84 years,Male,Mid-West,4.1
3523,2017,80 - 84 years,Male,South-East,3.6
3524,2017,80 - 84 years,Male,South-West,5.7
3525,2017,80 - 84 years,Male,Dublin,9.2
3526,2017,80 - 84 years,Male,Mid-East,4.1
3527,2017,80 - 84 years,Male,Midland,2.1
3528,2017,80 - 84 years,Female,State,46.8
3529,2017,80 - 84 years,Female,Border,4.3
3530,2017,80 - 84 years,Female,West,4.8
3531,2017,80 - 84 years,Female,Mid-West,5.0
3532,2017,80 - 84 years,Female,South-East,4.3
3533,2017,80 - 84 years,Female,South-West,7.3
3534,2017,80 - 84 years,Female,Dublin,13.3
3535,2017,80 - 84 years,Female,Mid-East,5.1
3536,2017,80 - 84 years,Female,Midland,2.6
3537,2017,85 years and over,Both sexes,State,69.1
3538,2017,85 years and over,Both sexes,Border,7.0
3539,2017,85 years and over,Both sexes,West,8.1
3540,2017,85 years and over,Both sexes,Mid-West,7.6
3541,2017,85 years and over,Both sexes,South-East,6.4
3542,2017,85 years and over,Both sexes,South-West,10.5
3543,2017,85 years and over,Both sexes,Dublin,18.8
3544,2017,85 years and over,Both sexes,Mid-East,7.4
3545,2017,85 years and over,Both sexes,Midland,3.3
3546,2017,85 years and over,Male,State,24.2
3547,2017,85 years and over,Male,Border,2.6
3548,2017,85 years and over,Male,West,2.9
3549,2017,85 years and over,Male,Mid-West,2.7
3550,2017,85 years and over,Male,South-East,2.3
3551,2017,85 years and over,Male,South-West,3.7
3552,2017,85 years and over,Male,Dublin,6.2
3553,2017,85 years and over,Male,Mid-East,2.5
3554,2017,85 years and over,Male,Midland,1.3
3555,2017,85 years and over,Female,State,45.0
3556,2017,85 years and over,Female,Border,4.4
3557,2017,85 years and over,Female,West,5.2
3558,2017,85 years and over,Female,Mid-West,4.9
3559,2017,85 years and over,Female,South-East,4.1
3560,2017,85 years and over,Female,South-West,6.8
3561,2017,85 years and over,Female,Dublin,12.7
3562,2017,85 years and over,Female,Mid-East,4.8
3563,2017,85 years and over,Female,Midland,2.0
3564,2017,All ages,Both sexes,State,4810.9
3565,2017,All ages,Both sexes,Border,400.3
3566,2017,All ages,Both sexes,West,453.1
3567,2017,All ages,Both sexes,Mid-West,480.2
3568,2017,All ages,Both sexes,South-East,426.5
3569,2017,All ages,Both sexes,South-West,694.1
3570,2017,All ages,Both sexes,Dublin,1351.5
3571,2017,All ages,Both sexes,Mid-East,705.9
3572,2017,All ages,Both sexes,Midland,299.3
3573,2017,All ages,Male,State,2380.8
3574,2017,All ages,Male,Border,199.4
3575,2017,All ages,Male,West,225.7
3576,2017,All ages,Male,Mid-West,239.2
3577,2017,All ages,Male,South-East,211.8
3578,2017,All ages,Male,South-West,344.3
3579,2017,All ages,Male,Dublin,659.6
3580,2017,All ages,Male,Mid-East,350.0
3581,2017,All ages,Male,Midland,150.7
3582,2017,All ages,Female,State,2430.1
3583,2017,All ages,Female,Border,200.9
3584,2017,All ages,Female,West,227.4
3585,2017,All ages,Female,Mid-West,241.0
3586,2017,All ages,Female,South-East,214.7
3587,2017,All ages,Female,South-West,349.8
3588,2017,All ages,Female,Dublin,691.9
3589,2017,All ages,Female,Mid-East,355.9
3590,2017,All ages,Female,Midland,148.6
3591,2018,0 - 4 years,Both sexes,State,320.0
3592,2018,0 - 4 years,Both sexes,Border,24.6
3593,2018,0 - 4 years,Both sexes,West,29.3
3594,2018,0 - 4 years,Both sexes,Mid-West,29.0
3595,2018,0 - 4 years,Both sexes,South-East,26.1
3596,2018,0 - 4 years,Both sexes,South-West,44.3
3597,2018,0 - 4 years,Both sexes,Dublin,89.3
