year,age_group,gender,kvalue
1987,5 - 9 years,Female,171.6
1987,10 - 14 years,Both sexes,347.1
1987,10 - 14 years,Male,178.1
1987,10 - 14 years,Female,169.0
1987,15 - 19 years,Both sexes,329.4
1987,15 - 19 years,Male,168.1
1987,15 - 19 years,Female,161.2
1987,15 - 24 years,Both sexes,615.8
1987,15 - 24 years,Male,313.0
1987,15 - 24 years,Female,302.8
1987,15 years and over,Both sexes,2532.1
1987,15 years and over,Male,1249.6
1987,15 years and over,Female,1282.3
1987,20 - 24 years,Both sexes,286.4
1987,20 - 24 years,Male,144.9
1987,20 - 24 years,Female,141.6
1987,25 - 29 years,Both sexes,256.1
1987,25 - 29 years,Male,127.3
1987,25 - 29 years,Female,128.8
1987,25 - 44 years,Both sexes,936.0
1987,25 - 44 years,Male,470.7
1987,25 - 44 years,Female,465.2
1987,30 - 34 years,Both sexes,245.4
1987,30 - 34 years,Male,123.0
1987,30 - 34 years,Female,122.4
1987,35 - 39 years,Both sexes,231.7
1987,35 - 39 years,Male,117.1
1987,35 - 39 years,Female,114.5
1987,40 - 44 years,Both sexes,202.8
1987,40 - 44 years,Male,103.3
1987,40 - 44 years,Female,99.5
1987,45 - 49 years,Both sexes,161.9
1987,45 - 49 years,Male,83.1
1987,45 - 49 years,Female,78.8
1987,45 - 64 years,Both sexes,592.1
1987,45 - 64 years,Male,296.2
1987,45 - 64 years,Female,295.8
1987,50 - 54 years,Both sexes,150.8
1987,50 - 54 years,Male,76.7
1987,50 - 54 years,Female,74.1
1987,55 - 59 years,Both sexes,140.1
1987,55 - 59 years,Male,69.8
1987,55 - 59 years,Female,70.3
1987,60 - 64 years,Both sexes,139.3
1987,60 - 64 years,Male,66.6
1987,60 - 64 years,Female,72.6
1987,65 - 69 years,Both sexes,129.1
1987,65 - 69 years,Male,60.8
1987,65 - 69 years,Female,68.3
1987,65 years and over,Both sexes,388.2
1987,65 years and over,Male,169.7
1987,65 years and over,Female,218.5
1987,70 - 74 years,Both sexes,111.1
1987,70 - 74 years,Male,50.4
1987,70 - 74 years,Female,60.7
1987,75 - 79 years,Both sexes,78.0
1987,75 - 79 years,Male,33.9
1987,75 - 79 years,Female,44.1
1987,80 - 84 years,Both sexes,43.7
1987,80 - 84 years,Male,16.4
1987,80 - 84 years,Female,27.3
1987,85 years and over,Both sexes,26.3
1987,85 years and over,Male,8.2
1987,85 years and over,Female,18.1
1987,All ages,Both sexes,3546.5
1987,All ages,Male,1770.3
1987,All ages,Female,1776.2
1988,0 - 4 years,Both sexes,303.6
1988,0 - 4 years,Male,155.9
1988,0 - 4 years,Female,147.7
1988,0 - 14 years,Both sexes,993.9
1988,0 - 14 years,Male,509.7
1988,0 - 14 years,Female,484.1
1988,5 - 9 years,Both sexes,349.3
1988,5 - 9 years,Male,178.9
1988,5 - 9 years,Female,170.4
1988,10 - 14 years,Both sexes,340.9
1988,10 - 14 years,Male,174.9
1988,10 - 14 years,Female,166.0
1988,15 - 19 years,Both sexes,330.0
1988,15 - 19 years,Male,167.5
1988,15 - 19 years,Female,162.5
1988,15 - 24 years,Both sexes,608.8
1988,15 - 24 years,Male,308.9
1988,15 - 24 years,Female,299.9
1988,15 years and over,Both sexes,2536.9
1988,15 years and over,Male,1249.0
1988,15 years and over,Female,1287.8
1988,20 - 24 years,Both sexes,278.8
1988,20 - 24 years,Male,141.4
1988,20 - 24 years,Female,137.4
1988,25 - 29 years,Both sexes,251.0
1988,25 - 29 years,Male,123.7
1988,25 - 29 years,Female,127.2
1988,25 - 44 years,Both sexes,939.3
1988,25 - 44 years,Male,470.3
1988,25 - 44 years,Female,468.8
1988,30 - 34 years,Both sexes,243.6
1988,30 - 34 years,Male,121.4
1988,30 - 34 years,Female,122.2
1988,35 - 39 years,Both sexes,235.5
1988,35 - 39 years,Male,118.9
1988,35 - 39 years,Female,116.6
1988,40 - 44 years,Both sexes,209.2
1988,40 - 44 years,Male,106.3
1988,40 - 44 years,Female,102.8
1988,45 - 49 years,Both sexes,168.2
1988,45 - 49 years,Male,86.0
1988,45 - 49 years,Female,82.2
1988,45 - 64 years,Both sexes,595.6
1988,45 - 64 years,Male,298.3
1988,45 - 64 years,Female,297.3
1988,50 - 54 years,Both sexes,149.3
1988,50 - 54 years,Male,76.1
1988,50 - 54 years,Female,73.3
1988,55 - 59 years,Both sexes,141.9
1988,55 - 59 years,Male,70.9
1988,55 - 59 years,Female,70.9
1988,60 - 64 years,Both sexes,136.2
1988,60 - 64 years,Male,65.3
1988,60 - 64 years,Female,70.9
1988,65 - 69 years,Both sexes,132.9
1988,65 - 69 years,Male,62.3
1988,65 - 69 years,Female,70.6
1988,65 years and over,Both sexes,393.2
1988,65 years and over,Male,171.5
1988,65 years and over,Female,221.8
1988,70 - 74 years,Both sexes,107.7
1988,70 - 74 years,Male,48.8
1988,70 - 74 years,Female,58.9
1988,75 - 79 years,Both sexes,81.6
1988,75 - 79 years,Male,35.4
1988,75 - 79 years,Female,46.2
1988,80 - 84 years,Both sexes,43.9
1988,80 - 84 years,Male,16.5
1988,80 - 84 years,Female,27.4
1988,85 years and over,Both sexes,27.1
1988,85 years and over,Male,8.5
1988,85 years and over,Female,18.7
1988,All ages,Both sexes,3530.7
1988,All ages,Male,1758.8
1988,All ages,Female,1771.9
1989,0 - 4 years,Both sexes,292.2
1989,0 - 4 years,Male,149.8
1989,0 - 4 years,Female,142.4
1989,0 - 14 years,Both sexes,973.5
1989,0 - 14 years,Male,499.4
1989,0 - 14 years,Female,474.0
1989,5 - 9 years,Both sexes,341.6
1989,5 - 9 years,Male,175.6
1989,5 - 9 years,Female,166.0
1989,10 - 14 years,Both sexes,339.6
1989,10 - 14 years,Male,174.0
1989,10 - 14 years,Female,165.6
1989,15 - 19 years,Both sexes,327.2
1989,15 - 19 years,Male,165.4
1989,15 - 19 years,Female,161.8
1989,15 - 24 years,Both sexes,597.6
1989,15 - 24 years,Male,303.2
1989,15 - 24 years,Female,294.4
1989,15 years and over,Both sexes,2536.0
1989,15 years and over,Male,1244.6
1989,15 years and over,Female,1291.5
1989,20 - 24 years,Both sexes,270.4
1989,20 - 24 years,Male,137.8
1989,20 - 24 years,Female,132.6
1989,25 - 29 years,Both sexes,246.5
1989,25 - 29 years,Male,120.5
1989,25 - 29 years,Female,126.0
1989,25 - 44 years,Both sexes,941.2
1989,25 - 44 years,Male,468.5
1989,25 - 44 years,Female,472.6
1989,30 - 34 years,Both sexes,242.1
1989,30 - 34 years,Male,119.3
1989,30 - 34 years,Female,122.8
1989,35 - 39 years,Both sexes,236.3
1989,35 - 39 years,Male,119.2
1989,35 - 39 years,Female,117.0
1989,40 - 44 years,Both sexes,216.3
1989,40 - 44 years,Male,109.5
1989,40 - 44 years,Female,106.8
1989,45 - 49 years,Both sexes,172.1
1989,45 - 49 years,Male,87.7
1989,45 - 49 years,Female,84.4
1989,45 - 64 years,Both sexes,599.8
1989,45 - 64 years,Male,300.2
1989,45 - 64 years,Female,299.6
1989,50 - 54 years,Both sexes,151.0
1989,50 - 54 years,Male,76.6
1989,50 - 54 years,Female,74.4
1989,55 - 59 years,Both sexes,141.3
1989,55 - 59 years,Male,70.9
1989,55 - 59 years,Female,70.4
1989,60 - 64 years,Both sexes,135.4
1989,60 - 64 years,Male,65.0
1989,60 - 64 years,Female,70.4
1989,65 - 69 years,Both sexes,133.3
1989,65 - 69 years,Male,62.4
1989,65 - 69 years,Female,71.0
1989,65 years and over,Both sexes,397.4
1989,65 years and over,Male,172.7
1989,65 years and over,Female,224.9
1989,70 - 74 years,Both sexes,107.5
1989,70 - 74 years,Male,48.7
1989,70 - 74 years,Female,58.8
1989,75 - 79 years,Both sexes,83.3
1989,75 - 79 years,Male,35.8
1989,75 - 79 years,Female,47.5
1989,80 - 84 years,Both sexes,45.3
1989,80 - 84 years,Male,17.2
1989,80 - 84 years,Female,28.2
1989,85 years and over,Both sexes,28.0
1989,85 years and over,Male,8.6
1989,85 years and over,Female,19.4
1989,All ages,Both sexes,3509.5
1989,All ages,Male,1744.1
1989,All ages,Female,1765.5
1990,0 - 4 years,Both sexes,282.2
1990,0 - 4 years,Male,144.3
1990,0 - 4 years,Female,137.9
1990,0 - 14 years,Both sexes,954.6
1990,0 - 14 years,Male,489.7
1990,0 - 14 years,Female,464.8
1990,5 - 9 years,Both sexes,328.7
1990,5 - 9 years,Male,169.0
1990,5 - 9 years,Female,159.7
1990,10 - 14 years,Both sexes,343.7
1990,10 - 14 years,Male,176.4
1990,10 - 14 years,Female,167.2
1990,15 - 19 years,Both sexes,328.3
1990,15 - 19 years,Male,167.3
1990,15 - 19 years,Female,161.0
1990,15 - 24 years,Both sexes,594.1
1990,15 - 24 years,Male,303.1
1990,15 - 24 years,Female,291.0
1990,15 years and over,Both sexes,2551.3
1990,15 years and over,Male,1253.0
1990,15 years and over,Female,1298.2
1990,20 - 24 years,Both sexes,265.8
1990,20 - 24 years,Male,135.8
1990,20 - 24 years,Female,130.0
1990,25 - 29 years,Both sexes,246.1
1990,25 - 29 years,Male,120.4
1990,25 - 29 years,Female,125.7
1990,25 - 44 years,Both sexes,949.1
1990,25 - 44 years,Male,471.8
1990,25 - 44 years,Female,477.3
1990,30 - 34 years,Both sexes,243.2
1990,30 - 34 years,Male,119.7
1990,30 - 34 years,Female,123.5
1990,35 - 39 years,Both sexes,237.9
1990,35 - 39 years,Male,119.7
1990,35 - 39 years,Female,118.2
1990,40 - 44 years,Both sexes,221.9
1990,40 - 44 years,Male,112.0
1990,40 - 44 years,Female,109.9
1990,45 - 49 years,Both sexes,177.8
1990,45 - 49 years,Male,90.6
1990,45 - 49 years,Female,87.1
1990,45 - 64 years,Both sexes,608.1
1990,45 - 64 years,Male,304.8
1990,45 - 64 years,Female,303.2
1990,50 - 54 years,Both sexes,154.4
1990,50 - 54 years,Male,78.2
1990,50 - 54 years,Female,76.2
1990,55 - 59 years,Both sexes,141.5
1990,55 - 59 years,Male,71.1
1990,55 - 59 years,Female,70.4
1990,60 - 64 years,Both sexes,134.4
1990,60 - 64 years,Male,64.9
1990,60 - 64 years,Female,69.5
1990,65 - 69 years,Both sexes,132.3
1990,65 - 69 years,Male,61.9
1990,65 - 69 years,Female,70.4
1990,65 years and over,Both sexes,400.0
1990,65 years and over,Male,173.3
1990,65 years and over,Female,226.7
1990,70 - 74 years,Both sexes,107.8
1990,70 - 74 years,Male,48.9
1990,70 - 74 years,Female,59.0
1990,75 - 79 years,Both sexes,84.5
1990,75 - 79 years,Male,35.9
1990,75 - 79 years,Female,48.5
1990,80 - 84 years,Both sexes,47.1
1990,80 - 84 years,Male,18.0
1990,80 - 84 years,Female,29.1
1990,85 years and over,Both sexes,28.3
1990,85 years and over,Male,8.6
1990,85 years and over,Female,19.7
1990,All ages,Both sexes,3505.8
1990,All ages,Male,1742.8
1990,All ages,Female,1763.1
1991,0 - 4 years,Both sexes,273.7
1991,0 - 4 years,Male,140.6
1991,0 - 4 years,Female,133.8
1991,0 - 14 years,Both sexes,940.6
1991,0 - 14 years,Male,482.8
1991,0 - 14 years,Female,457.7
1991,5 - 9 years,Both sexes,318.5
1991,5 - 9 years,Male,163.3
1991,5 - 9 years,Female,155.2
1991,10 - 14 years,Both sexes,348.3
1991,10 - 14 years,Male,178.9
1991,10 - 14 years,Female,169.4
1991,15 - 19 years,Both sexes,335.0
1991,15 - 19 years,Male,171.4
1991,15 - 19 years,Female,163.6
1991,15 - 24 years,Both sexes,601.6
1991,15 - 24 years,Male,307.9
1991,15 - 24 years,Female,293.7
1991,15 years and over,Both sexes,2585.1
1991,15 years and over,Male,1270.6
1991,15 years and over,Female,1314.6
1991,20 - 24 years,Both sexes,266.6
1991,20 - 24 years,Male,136.5
1991,20 - 24 years,Female,130.1
1991,25 - 29 years,Both sexes,246.3
1991,25 - 29 years,Male,120.7
1991,25 - 29 years,Female,125.7
1991,25 - 44 years,Both sexes,959.0
1991,25 - 44 years,Male,476.4
1991,25 - 44 years,Female,482.6
1991,30 - 34 years,Both sexes,249.1
1991,30 - 34 years,Male,123.2
1991,30 - 34 years,Female,125.9
1991,35 - 39 years,Both sexes,237.9
1991,35 - 39 years,Male,118.7
1991,35 - 39 years,Female,119.2
1991,40 - 44 years,Both sexes,225.7
1991,40 - 44 years,Male,113.9
1991,40 - 44 years,Female,111.8
1991,45 - 49 years,Both sexes,187.8
1991,45 - 49 years,Male,95.4
1991,45 - 49 years,Female,92.3
1991,45 - 64 years,Both sexes,621.7
1991,45 - 64 years,Male,312.6
1991,45 - 64 years,Female,309.1
1991,50 - 54 years,Both sexes,156.8
1991,50 - 54 years,Male,79.9
1991,50 - 54 years,Female,76.9
1991,55 - 59 years,Both sexes,142.5
1991,55 - 59 years,Male,71.7
1991,55 - 59 years,Female,70.9
1991,60 - 64 years,Both sexes,134.6
1991,60 - 64 years,Male,65.6
1991,60 - 64 years,Female,69.0
1991,65 - 69 years,Both sexes,130.8
1991,65 - 69 years,Male,61.0
1991,65 - 69 years,Female,69.8
1991,65 years and over,Both sexes,402.9
1991,65 years and over,Male,173.7
1991,65 years and over,Female,229.2
1991,70 - 74 years,Both sexes,109.3
1991,70 - 74 years,Male,49.2
1991,70 - 74 years,Female,60.1
1991,75 - 79 years,Both sexes,84.1
1991,75 - 79 years,Male,35.7
1991,75 - 79 years,Female,48.4
1991,80 - 84 years,Both sexes,49.3
1991,80 - 84 years,Male,19.0
1991,80 - 84 years,Female,30.3
1991,85 years and over,Both sexes,29.4
1991,85 years and over,Male,8.9
1991,85 years and over,Female,20.5
1991,All ages,Both sexes,3525.7
1991,All ages,Male,1753.4
1991,All ages,Female,1772.3
1992,0 - 4 years,Both sexes,269.5
1992,0 - 4 years,Male,138.2
1992,0 - 4 years,Female,131.3
1992,0 - 14 years,Both sexes,930.9
1992,0 - 14 years,Male,478.1
1992,0 - 14 years,Female,452.8
1992,5 - 9 years,Both sexes,310.7
1992,5 - 9 years,Male,159.6
1992,5 - 9 years,Female,151.1
1992,10 - 14 years,Both sexes,350.7
1992,10 - 14 years,Male,180.3
1992,10 - 14 years,Female,170.4
1992,15 - 19 years,Both sexes,333.3
1992,15 - 19 years,Male,170.7
1992,15 - 19 years,Female,162.5
1992,15 - 24 years,Both sexes,610.2
1992,15 - 24 years,Male,313.0
1992,15 - 24 years,Female,297.2
1992,15 years and over,Both sexes,2623.7
1992,15 years and over,Male,1290.5
1992,15 years and over,Female,1333.4
1992,20 - 24 years,Both sexes,276.9
1992,20 - 24 years,Male,142.3
1992,20 - 24 years,Female,134.7
1992,25 - 29 years,Both sexes,247.1
1992,25 - 29 years,Male,121.1
1992,25 - 29 years,Female,126.0
1992,25 - 44 years,Both sexes,970.7
1992,25 - 44 years,Male,481.6
1992,25 - 44 years,Female,489.1
1992,30 - 34 years,Both sexes,253.5
1992,30 - 34 years,Male,125.6
1992,30 - 34 years,Female,127.9
1992,35 - 39 years,Both sexes,241.5
1992,35 - 39 years,Male,120.0
1992,35 - 39 years,Female,121.6
1992,40 - 44 years,Both sexes,228.6
1992,40 - 44 years,Male,114.9
1992,40 - 44 years,Female,113.6
1992,45 - 49 years,Both sexes,199.0
1992,45 - 49 years,Male,101.3
1992,45 - 49 years,Female,97.7
1992,45 - 64 years,Both sexes,637.0
1992,45 - 64 years,Male,321.3
1992,45 - 64 years,Female,315.8
1992,50 - 54 years,Both sexes,158.6
1992,50 - 54 years,Male,81.0
1992,50 - 54 years,Female,77.6
1992,55 - 59 years,Both sexes,144.8
1992,55 - 59 years,Male,72.8
1992,55 - 59 years,Female,72.1
1992,60 - 64 years,Both sexes,134.6
1992,60 - 64 years,Male,66.2
1992,60 - 64 years,Female,68.4
1992,65 - 69 years,Both sexes,130.2
1992,65 - 69 years,Male,60.6
1992,65 - 69 years,Female,69.7
1992,65 years and over,Both sexes,405.8
1992,65 years and over,Male,174.6
1992,65 years and over,Female,231.3
1992,70 - 74 years,Both sexes,110.3
1992,70 - 74 years,Male,49.6
1992,70 - 74 years,Female,60.7
1992,75 - 79 years,Both sexes,83.6
1992,75 - 79 years,Male,35.3
1992,75 - 79 years,Female,48.3
1992,80 - 84 years,Both sexes,51.6
1992,80 - 84 years,Male,20.1
1992,80 - 84 years,Female,31.5
1992,85 years and over,Both sexes,30.1
1992,85 years and over,Male,9.0
1992,85 years and over,Female,21.1
1992,All ages,Both sexes,3554.5
1992,All ages,Male,1768.4
1992,All ages,Female,1786.1
1993,0 - 4 years,Both sexes,264.5
1993,0 - 4 years,Male,135.9
1993,0 - 4 years,Female,128.6
1993,0 - 14 years,Both sexes,917.0
1993,0 - 14 years,Male,470.9
1993,0 - 14 years,Female,446.0
1993,5 - 9 years,Both sexes,302.6
1993,5 - 9 years,Male,155.2
1993,5 - 9 years,Female,147.3
1993,10 - 14 years,Both sexes,349.9
1993,10 - 14 years,Male,179.8
1993,10 - 14 years,Female,170.1
1993,15 - 19 years,Both sexes,330.5
1993,15 - 19 years,Male,169.4
1993,15 - 19 years,Female,161.0
1993,15 - 24 years,Both sexes,615.9
1993,15 - 24 years,Male,316.2
1993,15 - 24 years,Female,299.6
1993,15 years and over,Both sexes,2657.2
1993,15 years and over,Male,1307.1
1993,15 years and over,Female,1350.0
1993,20 - 24 years,Both sexes,285.4
1993,20 - 24 years,Male,146.8
1993,20 - 24 years,Female,138.6
1993,25 - 29 years,Both sexes,246.5
1993,25 - 29 years,Male,121.5
1993,25 - 29 years,Female,125.0
1993,25 - 44 years,Both sexes,979.0
1993,25 - 44 years,Male,485.4
1993,25 - 44 years,Female,493.6
1993,30 - 34 years,Both sexes,256.1
1993,30 - 34 years,Male,126.1
1993,30 - 34 years,Female,130.0
1993,35 - 39 years,Both sexes,244.1
1993,35 - 39 years,Male,121.0
1993,35 - 39 years,Female,123.1
1993,40 - 44 years,Both sexes,232.3
1993,40 - 44 years,Male,116.8
1993,40 - 44 years,Female,115.5
1993,45 - 49 years,Both sexes,207.7
1993,45 - 49 years,Male,105.8
1993,45 - 49 years,Female,101.9
1993,45 - 64 years,Both sexes,654.3
1993,45 - 64 years,Male,330.4
1993,45 - 64 years,Female,324.0
1993,50 - 54 years,Both sexes,165.1
1993,50 - 54 years,Male,84.1
1993,50 - 54 years,Female,81.0
1993,55 - 59 years,Both sexes,145.3
1993,55 - 59 years,Male,73.2
1993,55 - 59 years,Female,72.1
1993,60 - 64 years,Both sexes,136.2
1993,60 - 64 years,Male,67.3
1993,60 - 64 years,Female,69.0
1993,65 - 69 years,Both sexes,128.2
1993,65 - 69 years,Male,59.9
1993,65 - 69 years,Female,68.3
1993,65 years and over,Both sexes,408.0
1993,65 years and over,Male,175.1
1993,65 years and over,Female,232.8
1993,70 - 74 years,Both sexes,113.3
1993,70 - 74 years,Male,50.8
1993,70 - 74 years,Female,62.6
1993,75 - 79 years,Both sexes,81.8
1993,75 - 79 years,Male,34.3
1993,75 - 79 years,Female,47.4
1993,80 - 84 years,Both sexes,53.6
1993,80 - 84 years,Male,20.9
1993,80 - 84 years,Female,32.7
1993,85 years and over,Both sexes,31.1
1993,85 years and over,Male,9.2
1993,85 years and over,Female,21.8
1993,All ages,Both sexes,3574.1
1993,All ages,Male,1778.0
1993,All ages,Female,1796.1
1994,0 - 4 years,Both sexes,260.3
1994,0 - 4 years,Male,134.1
1994,0 - 4 years,Female,126.2
1994,0 - 14 years,Both sexes,898.5
1994,0 - 14 years,Male,462.4
1994,0 - 14 years,Female,436.4
1994,5 - 9 years,Both sexes,293.4
1994,5 - 9 years,Male,150.5
1994,5 - 9 years,Female,143.0
1994,10 - 14 years,Both sexes,344.9
1994,10 - 14 years,Male,177.8
1994,10 - 14 years,Female,167.2
1994,15 - 19 years,Both sexes,331.0
1994,15 - 19 years,Male,169.2
1994,15 - 19 years,Female,161.8
1994,15 - 24 years,Both sexes,621.1
1994,15 - 24 years,Male,318.1
1994,15 - 24 years,Female,303.0
1994,15 years and over,Both sexes,2687.2
1994,15 years and over,Male,1321.1
1994,15 years and over,Female,1366.4
1994,20 - 24 years,Both sexes,290.1
1994,20 - 24 years,Male,148.9
1994,20 - 24 years,Female,141.2
1994,25 - 29 years,Both sexes,247.3
1994,25 - 29 years,Male,123.1
1994,25 - 29 years,Female,124.2
1994,25 - 44 years,Both sexes,986.5
1994,25 - 44 years,Male,489.1
1994,25 - 44 years,Female,497.4
1994,30 - 34 years,Both sexes,257.8
1994,30 - 34 years,Male,125.9
1994,30 - 34 years,Female,131.9
1994,35 - 39 years,Both sexes,247.4
1994,35 - 39 years,Male,122.6
1994,35 - 39 years,Female,124.8
1994,40 - 44 years,Both sexes,234.0
1994,40 - 44 years,Male,117.5
1994,40 - 44 years,Female,116.5
1994,45 - 49 years,Both sexes,215.8
1994,45 - 49 years,Male,109.5
1994,45 - 49 years,Female,106.3
1994,45 - 64 years,Both sexes,671.0
1994,45 - 64 years,Male,338.7
1994,45 - 64 years,Female,332.5
1994,50 - 54 years,Both sexes,170.6
1994,50 - 54 years,Male,86.9
1994,50 - 54 years,Female,83.7
1994,55 - 59 years,Both sexes,147.9
1994,55 - 59 years,Male,74.4
1994,55 - 59 years,Female,73.6
1994,60 - 64 years,Both sexes,136.7
1994,60 - 64 years,Male,67.9
1994,60 - 64 years,Female,68.9
1994,65 - 69 years,Both sexes,126.9
1994,65 - 69 years,Male,59.5
1994,65 - 69 years,Female,67.4
1994,65 years and over,Both sexes,408.6
1994,65 years and over,Male,175.2
1994,65 years and over,Female,233.5
1994,70 - 74 years,Both sexes,113.9
1994,70 - 74 years,Male,51.0
1994,70 - 74 years,Female,62.9
1994,75 - 79 years,Both sexes,81.7
1994,75 - 79 years,Male,34.3
1994,75 - 79 years,Female,47.5
1994,80 - 84 years,Both sexes,54.6
1994,80 - 84 years,Male,21.1
1994,80 - 84 years,Female,33.5
1994,85 years and over,Both sexes,31.5
1994,85 years and over,Male,9.3
1994,85 years and over,Female,22.2
1994,All ages,Both sexes,3585.9
1994,All ages,Male,1783.3
1994,All ages,Female,1802.6
1995,0 - 4 years,Both sexes,255.5
1995,0 - 4 years,Male,131.6
1995,0 - 4 years,Female,123.9
1995,0 - 14 years,Both sexes,878.0
1995,0 - 14 years,Male,451.3
1995,0 - 14 years,Female,426.5
1995,5 - 9 years,Both sexes,287.3
1995,5 - 9 years,Male,147.3
1995,5 - 9 years,Female,139.9
1995,10 - 14 years,Both sexes,335.2
1995,10 - 14 years,Male,172.4
1995,10 - 14 years,Female,162.7
1995,15 - 19 years,Both sexes,335.2
1995,15 - 19 years,Male,171.4
1995,15 - 19 years,Female,163.8
1995,15 - 24 years,Both sexes,625.6
1995,15 - 24 years,Male,319.4
1995,15 - 24 years,Female,306.3
1995,15 years and over,Both sexes,2723.4
1995,15 years and over,Male,1337.1
1995,15 years and over,Female,1386.5
1995,20 - 24 years,Both sexes,290.4
1995,20 - 24 years,Male,148.0
1995,20 - 24 years,Female,142.5
1995,25 - 29 years,Both sexes,252.5
1995,25 - 29 years,Male,126.0
1995,25 - 29 years,Female,126.5
1995,25 - 44 years,Both sexes,999.7
1995,25 - 44 years,Male,495.4
1995,25 - 44 years,Female,504.2
1995,30 - 34 years,Both sexes,259.8
1995,30 - 34 years,Male,127.1
1995,30 - 34 years,Female,132.7
1995,35 - 39 years,Both sexes,249.7
1995,35 - 39 years,Male,123.2
1995,35 - 39 years,Female,126.4
1995,40 - 44 years,Both sexes,237.7
1995,40 - 44 years,Male,119.1
1995,40 - 44 years,Female,118.6
1995,45 - 49 years,Both sexes,222.3
1995,45 - 49 years,Male,112.3
1995,45 - 49 years,Female,110.0
1995,45 - 64 years,Both sexes,686.8
1995,45 - 64 years,Male,346.2
1995,45 - 64 years,Female,340.7
1995,50 - 54 years,Both sexes,176.4
1995,50 - 54 years,Male,89.8
1995,50 - 54 years,Female,86.6
1995,55 - 59 years,Both sexes,151.7
1995,55 - 59 years,Male,76.2
1995,55 - 59 years,Female,75.5
1995,60 - 64 years,Both sexes,136.4
1995,60 - 64 years,Male,67.9
1995,60 - 64 years,Female,68.6
1995,65 - 69 years,Both sexes,126.6
1995,65 - 69 years,Male,59.7
1995,65 - 69 years,Female,66.9
1995,65 years and over,Both sexes,411.3
1995,65 years and over,Male,176.1
1995,65 years and over,Female,235.3
1995,70 - 74 years,Both sexes,113.3
1995,70 - 74 years,Male,50.4
1995,70 - 74 years,Female,62.9
1995,75 - 79 years,Both sexes,82.4
1995,75 - 79 years,Male,34.7
1995,75 - 79 years,Female,47.8
1995,80 - 84 years,Both sexes,55.9
1995,80 - 84 years,Male,21.3
1995,80 - 84 years,Female,34.6
1995,85 years and over,Both sexes,33.1
1995,85 years and over,Male,10.0
1995,85 years and over,Female,23.1
1995,All ages,Both sexes,3601.3
1995,All ages,Male,1788.4
1995,All ages,Female,1812.9
1996,0 - 4 years,Both sexes,250.4
1996,0 - 4 years,Male,128.7
1996,0 - 4 years,Female,121.6
1996,0 - 14 years,Both sexes,859.4
1996,0 - 14 years,Male,441.5
1996,0 - 14 years,Female,418.0
1996,5 - 9 years,Both sexes,282.9
1996,5 - 9 years,Male,145.3
1996,5 - 9 years,Female,137.6
1996,10 - 14 years,Both sexes,326.1
1996,10 - 14 years,Male,167.4
1996,10 - 14 years,Female,158.7
1996,15 - 19 years,Both sexes,339.5
1996,15 - 19 years,Male,174.0
1996,15 - 19 years,Female,165.6
1996,15 - 24 years,Both sexes,632.9
1996,15 - 24 years,Male,323.1
1996,15 - 24 years,Female,309.8
1996,15 years and over,Both sexes,2766.7
1996,15 years and over,Male,1358.8
1996,15 years and over,Female,1407.9
1996,20 - 24 years,Both sexes,293.4
1996,20 - 24 years,Male,149.1
1996,20 - 24 years,Female,144.2
1996,25 - 29 years,Both sexes,259.0
1996,25 - 29 years,Male,129.4
1996,25 - 29 years,Female,129.7
1996,25 - 44 years,Both sexes,1016.1
1996,25 - 44 years,Male,503.3
1996,25 - 44 years,Female,512.8
1996,30 - 34 years,Both sexes,260.9
1996,30 - 34 years,Male,127.7
1996,30 - 34 years,Female,133.2
1996,35 - 39 years,Both sexes,255.7
1996,35 - 39 years,Male,126.1
1996,35 - 39 years,Female,129.5
1996,40 - 44 years,Both sexes,240.4
1996,40 - 44 years,Male,120.1
1996,40 - 44 years,Female,120.4
1996,45 - 49 years,Both sexes,225.4
1996,45 - 49 years,Male,113.8
1996,45 - 49 years,Female,111.6
1996,45 - 64 years,Both sexes,703.8
1996,45 - 64 years,Male,355.1
1996,45 - 64 years,Female,348.7
1996,50 - 54 years,Both sexes,186.6
1996,50 - 54 years,Male,94.8
1996,50 - 54 years,Female,91.8
1996,55 - 59 years,Both sexes,153.8
1996,55 - 59 years,Male,77.8
1996,55 - 59 years,Female,76.0
1996,60 - 64 years,Both sexes,137.9
1996,60 - 64 years,Male,68.7
1996,60 - 64 years,Female,69.3
1996,65 - 69 years,Both sexes,126.8
1996,65 - 69 years,Male,60.3
1996,65 - 69 years,Female,66.6
1996,65 years and over,Both sexes,413.9
1996,65 years and over,Male,177.3
1996,65 years and over,Female,236.6
1996,70 - 74 years,Both sexes,112.5
1996,70 - 74 years,Male,50.1
1996,70 - 74 years,Female,62.4
1996,75 - 79 years,Both sexes,84.1
1996,75 - 79 years,Male,35.2
1996,75 - 79 years,Female,48.9
1996,80 - 84 years,Both sexes,55.8
1996,80 - 84 years,Male,21.1
1996,80 - 84 years,Female,34.7
1996,85 years and over,Both sexes,34.7
1996,85 years and over,Male,10.6
1996,85 years and over,Female,24.1
1996,All ages,Both sexes,3626.1
1996,All ages,Male,1800.2
1996,All ages,Female,1825.9
1997,0 - 4 years,Both sexes,250.0
1997,0 - 4 years,Male,128.7
1997,0 - 4 years,Female,121.3
1997,0 - 14 years,Both sexes,846.0
1997,0 - 14 years,Male,434.4
1997,0 - 14 years,Female,411.5
