year,0 - 14 years_emigrants,15 - 24 years_emigrants,25 - 44 years_emigrants,45 - 64 years_emigrants,65 years and over_emigrants,All ages_emigrants,0 - 14 years_immigrants,15 - 24 years_immigrants,25 - 44 years_immigrants,45 - 64 years_immigrants,65 years and over_immigrants,All ages_immigrants,0 - 14 years_migration,15 - 24 years_migration,25 - 44 years_migration,45 - 64 years_migration,65 years and over_migration,All ages_migration,Unnamed: 0_x,sex,0 - 14 years,1 - 4 years,15 - 24 years,15 years and over,25 - 44 years,45 - 64 years,65 years and over,All ages,Under 1 year,Unnamed: 0_y,index,endpoint,All countries,Australia,Canada,EU14_excl_Irl_UK,EU15_to_27,other_countries_23,UK,USA
2004,3.0,28.2,18.4,2.7,0.8,53.0,12.3,37.4,57.6,8.4,1.4,117.0,9.4,9.2,39.2,5.7,0.6,64.0,162,Both sexes,843.8,229.1,634.5,3201.4,1240.0,877.2,449.7,4045.2,61.6,153,153,Emigrants: All destinations,26.5,10.4,1.1,5.0,0.0,10.5,7.1,3.9
2004,3.0,28.2,18.4,2.7,0.8,53.0,12.3,37.4,57.6,8.4,1.4,117.0,9.4,9.2,39.2,5.7,0.6,64.0,162,Both sexes,843.8,229.1,634.5,3201.4,1240.0,877.2,449.7,4045.2,61.6,154,154,Immigrants: All origins,58.5,10.4,1.1,15.2,0.0,23.3,14.6,5.3
2004,3.0,28.2,18.4,2.7,0.8,53.0,12.3,37.4,57.6,8.4,1.4,117.0,9.4,9.2,39.2,5.7,0.6,64.0,162,Both sexes,843.8,229.1,634.5,3201.4,1240.0,877.2,449.7,4045.2,61.6,155,155,Net migration,32.0,10.4,1.1,10.2,0.0,12.9,7.5,1.4
2004,3.0,28.2,18.4,2.7,0.8,53.0,12.3,37.4,57.6,8.4,1.4,117.0,9.4,9.2,39.2,5.7,0.6,64.0,163,Female,411.2,111.9,313.6,1622.1,620.5,435.2,252.9,2033.3,30.1,156,156,Emigrants: All destinations,14.0,10.4,1.1,2.8,0.0,5.2,4.2,1.8
2004,3.0,28.2,18.4,2.7,0.8,53.0,12.3,37.4,57.6,8.4,1.4,117.0,9.4,9.2,39.2,5.7,0.6,64.0,163,Female,411.2,111.9,313.6,1622.1,620.5,435.2,252.9,2033.3,30.1,157,157,Immigrants: All origins,28.0,10.4,1.1,7.6,0.0,10.9,6.9,2.5
2004,3.0,28.2,18.4,2.7,0.8,53.0,12.3,37.4,57.6,8.4,1.4,117.0,9.4,9.2,39.2,5.7,0.6,64.0,163,Female,411.2,111.9,313.6,1622.1,620.5,435.2,252.9,2033.3,30.1,158,158,Net migration,14.0,10.4,1.1,4.8,0.0,5.7,2.7,0.7
2004,3.0,28.2,18.4,2.7,0.8,53.0,12.3,37.4,57.6,8.4,1.4,117.0,9.4,9.2,39.2,5.7,0.6,64.0,164,Male,432.7,117.2,320.9,1579.3,619.6,442.0,196.8,2011.9,31.5,159,159,Emigrants: All destinations,12.5,10.4,1.1,2.2,0.0,5.3,2.9,2.1
2004,3.0,28.2,18.4,2.7,0.8,53.0,12.3,37.4,57.6,8.4,1.4,117.0,9.4,9.2,39.2,5.7,0.6,64.0,164,Male,432.7,117.2,320.9,1579.3,619.6,442.0,196.8,2011.9,31.5,160,160,Immigrants: All origins,30.5,10.4,1.1,7.6,0.0,12.4,7.7,2.9
2004,3.0,28.2,18.4,2.7,0.8,53.0,12.3,37.4,57.6,8.4,1.4,117.0,9.4,9.2,39.2,5.7,0.6,64.0,164,Male,432.7,117.2,320.9,1579.3,619.6,442.0,196.8,2011.9,31.5,161,161,Net migration,18.0,10.4,1.1,5.4,0.0,7.1,4.8,0.7
2005,4.300000000000001,28.6,21.2,2.9,1.8,58.9,16.0,48.699999999999996,89.6,12.3,2.4,169.2,11.8,20.0,68.30000000000001,9.3,0.6,110.2,165,Both sexes,853.5,235.5,632.2,3280.4,1287.2,902.0,458.9,4133.8,61.0,162,162,Emigrants: All destinations,29.4,10.4,1.1,4.9,0.8,12.7,7.9,3.3
2005,4.300000000000001,28.6,21.2,2.9,1.8,58.9,16.0,48.699999999999996,89.6,12.3,2.4,169.2,11.8,20.0,68.30000000000001,9.3,0.6,110.2,165,Both sexes,853.5,235.5,632.2,3280.4,1287.2,902.0,458.9,4133.8,61.0,163,163,Immigrants: All origins,84.6,10.4,1.1,11.1,33.7,19.4,15.6,4.8
2005,4.300000000000001,28.6,21.2,2.9,1.8,58.9,16.0,48.699999999999996,89.6,12.3,2.4,169.2,11.8,20.0,68.30000000000001,9.3,0.6,110.2,165,Both sexes,853.5,235.5,632.2,3280.4,1287.2,902.0,458.9,4133.8,61.0,164,164,Net migration,55.1,10.4,1.1,6.2,32.9,6.7,7.7,1.5
2005,4.300000000000001,28.6,21.2,2.9,1.8,58.9,16.0,48.699999999999996,89.6,12.3,2.4,169.2,11.8,20.0,68.30000000000001,9.3,0.6,110.2,166,Female,415.6,115.3,312.5,1656.7,639.6,447.6,257.0,2072.0,29.6,165,165,Emigrants: All destinations,14.6,10.4,1.1,2.8,0.4,5.8,3.9,1.6
2005,4.300000000000001,28.6,21.2,2.9,1.8,58.9,16.0,48.699999999999996,89.6,12.3,2.4,169.2,11.8,20.0,68.30000000000001,9.3,0.6,110.2,166,Female,415.6,115.3,312.5,1656.7,639.6,447.6,257.0,2072.0,29.6,166,166,Immigrants: All origins,37.1,10.4,1.1,6.2,11.1,9.5,7.2,3.1
2005,4.300000000000001,28.6,21.2,2.9,1.8,58.9,16.0,48.699999999999996,89.6,12.3,2.4,169.2,11.8,20.0,68.30000000000001,9.3,0.6,110.2,166,Female,415.6,115.3,312.5,1656.7,639.6,447.6,257.0,2072.0,29.6,167,167,Net migration,22.5,10.4,1.1,3.4,10.7,3.7,3.2,1.5
2005,4.300000000000001,28.6,21.2,2.9,1.8,58.9,16.0,48.699999999999996,89.6,12.3,2.4,169.2,11.8,20.0,68.30000000000001,9.3,0.6,110.2,167,Male,438.0,120.2,319.8,1623.8,647.7,454.4,201.9,2061.8,31.5,168,168,Emigrants: All destinations,14.9,10.4,1.1,2.1,0.4,6.8,3.9,1.6
2005,4.300000000000001,28.6,21.2,2.9,1.8,58.9,16.0,48.699999999999996,89.6,12.3,2.4,169.2,11.8,20.0,68.30000000000001,9.3,0.6,110.2,167,Male,438.0,120.2,319.8,1623.8,647.7,454.4,201.9,2061.8,31.5,169,169,Immigrants: All origins,47.5,10.4,1.1,4.9,22.6,9.9,8.4,1.6
2005,4.300000000000001,28.6,21.2,2.9,1.8,58.9,16.0,48.699999999999996,89.6,12.3,2.4,169.2,11.8,20.0,68.30000000000001,9.3,0.6,110.2,167,Male,438.0,120.2,319.8,1623.8,647.7,454.4,201.9,2061.8,31.5,170,170,Net migration,32.6,10.4,1.1,2.8,22.2,3.1,4.5,0.0
2006,4.4,31.8,28.2,4.2,3.4,72.0,23.0,63.2,114.4,12.2,2.8,215.6,18.700000000000003,31.3,86.0,8.1,-0.6,143.6,168,Both sexes,865.1,241.3,638.4,3367.9,1343.3,923.8,462.4,4232.9,61.1,171,171,Emigrants: All destinations,36.0,10.4,1.1,5.7,2.3,15.8,8.8,3.3
2006,4.4,31.8,28.2,4.2,3.4,72.0,23.0,63.2,114.4,12.2,2.8,215.6,18.700000000000003,31.3,86.0,8.1,-0.6,143.6,168,Both sexes,865.1,241.3,638.4,3367.9,1343.3,923.8,462.4,4232.9,61.1,172,172,Immigrants: All origins,107.8,10.4,1.1,13.5,49.3,23.3,17.7,4.0
2006,4.4,31.8,28.2,4.2,3.4,72.0,23.0,63.2,114.4,12.2,2.8,215.6,18.700000000000003,31.3,86.0,8.1,-0.6,143.6,168,Both sexes,865.1,241.3,638.4,3367.9,1343.3,923.8,462.4,4232.9,61.1,173,173,Net migration,71.8,10.4,1.1,7.8,47.0,7.5,8.9,0.7
2006,4.4,31.8,28.2,4.2,3.4,72.0,23.0,63.2,114.4,12.2,2.8,215.6,18.700000000000003,31.3,86.0,8.1,-0.6,143.6,169,Female,421.6,117.9,314.2,1694.0,663.6,458.4,257.8,2115.6,29.8,174,174,Emigrants: All destinations,17.3,10.4,1.1,3.3,1.4,6.6,4.4,1.7
2006,4.4,31.8,28.2,4.2,3.4,72.0,23.0,63.2,114.4,12.2,2.8,215.6,18.700000000000003,31.3,86.0,8.1,-0.6,143.6,169,Female,421.6,117.9,314.2,1694.0,663.6,458.4,257.8,2115.6,29.8,175,175,Immigrants: All origins,47.5,10.4,1.1,6.7,18.8,11.8,8.0,2.3
2006,4.4,31.8,28.2,4.2,3.4,72.0,23.0,63.2,114.4,12.2,2.8,215.6,18.700000000000003,31.3,86.0,8.1,-0.6,143.6,169,Female,421.6,117.9,314.2,1694.0,663.6,458.4,257.8,2115.6,29.8,176,176,Net migration,30.2,10.4,1.1,3.4,17.4,5.2,3.6,0.6
2006,4.4,31.8,28.2,4.2,3.4,72.0,23.0,63.2,114.4,12.2,2.8,215.6,18.700000000000003,31.3,86.0,8.1,-0.6,143.6,170,Male,443.5,123.4,324.2,1673.8,679.7,465.4,204.5,2117.3,31.3,177,177,Emigrants: All destinations,18.7,10.4,1.1,2.4,1.0,9.3,4.5,1.6
2006,4.4,31.8,28.2,4.2,3.4,72.0,23.0,63.2,114.4,12.2,2.8,215.6,18.700000000000003,31.3,86.0,8.1,-0.6,143.6,170,Male,443.5,123.4,324.2,1673.8,679.7,465.4,204.5,2117.3,31.3,178,178,Immigrants: All origins,60.3,10.4,1.1,6.8,30.5,11.6,9.7,1.7
2006,4.4,31.8,28.2,4.2,3.4,72.0,23.0,63.2,114.4,12.2,2.8,215.6,18.700000000000003,31.3,86.0,8.1,-0.6,143.6,170,Male,443.5,123.4,324.2,1673.8,679.7,465.4,204.5,2117.3,31.3,179,179,Net migration,41.6,10.4,1.1,4.4,29.5,2.3,5.2,0.1
2007,2.8,36.4,42.4,6.1,5.0,92.6,22.8,122.8,131.6,20.2,4.8,302.2,20.1,86.2,89.2,14.2,-0.19999999999999996,209.5,171,Both sexes,884.2,244.2,663.1,3491.7,1404.5,953.0,471.0,4375.8,66.3,180,180,Emigrants: All destinations,46.3,10.4,1.1,3.5,7.7,20.8,11.1,3.1
2007,2.8,36.4,42.4,6.1,5.0,92.6,22.8,122.8,131.6,20.2,4.8,302.2,20.1,86.2,89.2,14.2,-0.19999999999999996,209.5,171,Both sexes,884.2,244.2,663.1,3491.7,1404.5,953.0,471.0,4375.8,66.3,181,181,Immigrants: All origins,151.1,10.4,1.1,20.3,72.6,34.7,18.2,5.3
2007,2.8,36.4,42.4,6.1,5.0,92.6,22.8,122.8,131.6,20.2,4.8,302.2,20.1,86.2,89.2,14.2,-0.19999999999999996,209.5,171,Both sexes,884.2,244.2,663.1,3491.7,1404.5,953.0,471.0,4375.8,66.3,182,182,Net migration,104.8,10.4,1.1,16.8,64.9,13.9,7.1,2.2
2007,2.8,36.4,42.4,6.1,5.0,92.6,22.8,122.8,131.6,20.2,4.8,302.2,20.1,86.2,89.2,14.2,-0.19999999999999996,209.5,172,Female,431.0,118.8,328.0,1753.6,691.2,473.1,261.2,2184.6,32.2,183,183,Emigrants: All destinations,20.6,10.4,1.1,2.1,3.0,8.3,5.9,1.4
2007,2.8,36.4,42.4,6.1,5.0,92.6,22.8,122.8,131.6,20.2,4.8,302.2,20.1,86.2,89.2,14.2,-0.19999999999999996,209.5,172,Female,431.0,118.8,328.0,1753.6,691.2,473.1,261.2,2184.6,32.2,184,184,Immigrants: All origins,71.1,10.4,1.1,11.0,32.3,16.3,8.7,2.8
2007,2.8,36.4,42.4,6.1,5.0,92.6,22.8,122.8,131.6,20.2,4.8,302.2,20.1,86.2,89.2,14.2,-0.19999999999999996,209.5,172,Female,431.0,118.8,328.0,1753.6,691.2,473.1,261.2,2184.6,32.2,185,185,Net migration,50.4,10.4,1.1,8.9,29.3,8.0,2.8,1.4
2007,2.8,36.4,42.4,6.1,5.0,92.6,22.8,122.8,131.6,20.2,4.8,302.2,20.1,86.2,89.2,14.2,-0.19999999999999996,209.5,173,Male,453.2,125.3,335.1,1738.1,713.3,479.9,209.8,2191.3,34.1,186,186,Emigrants: All destinations,25.7,10.4,1.1,1.5,4.7,12.5,5.3,1.8
2007,2.8,36.4,42.4,6.1,5.0,92.6,22.8,122.8,131.6,20.2,4.8,302.2,20.1,86.2,89.2,14.2,-0.19999999999999996,209.5,173,Male,453.2,125.3,335.1,1738.1,713.3,479.9,209.8,2191.3,34.1,187,187,Immigrants: All origins,80.0,10.4,1.1,9.3,40.3,18.4,9.5,2.5
2007,2.8,36.4,42.4,6.1,5.0,92.6,22.8,122.8,131.6,20.2,4.8,302.2,20.1,86.2,89.2,14.2,-0.19999999999999996,209.5,173,Male,453.2,125.3,335.1,1738.1,713.3,479.9,209.8,2191.3,34.1,188,188,Net migration,54.3,10.4,1.1,7.8,35.6,5.9,4.2,0.7
2008,3.2,35.6,48.0,5.7,6.0,98.4,27.8,100.0,77.5,14.4,7.1,226.9,24.6,64.6,29.6,8.7,1.2,128.6,174,Both sexes,913.4,251.6,669.2,3571.9,1439.9,978.8,483.7,4485.1,72.4,189,189,Emigrants: All destinations,49.2,10.4,1.1,7.8,10.1,9.8,7.6,2.4
2008,3.2,35.6,48.0,5.7,6.0,98.4,27.8,100.0,77.5,14.4,7.1,226.9,24.6,64.6,29.6,8.7,1.2,128.6,174,Both sexes,913.4,251.6,669.2,3571.9,1439.9,978.8,483.7,4485.1,72.4,190,190,Immigrants: All origins,113.5,7.1,2.0,14.5,45.5,20.0,19.4,5.0
2008,3.2,35.6,48.0,5.7,6.0,98.4,27.8,100.0,77.5,14.4,7.1,226.9,24.6,64.6,29.6,8.7,1.2,128.6,174,Both sexes,913.4,251.6,669.2,3571.9,1439.9,978.8,483.7,4485.1,72.4,191,191,Net migration,64.3,-3.2,0.9,6.7,35.4,10.2,11.8,2.6
2008,3.2,35.6,48.0,5.7,6.0,98.4,27.8,100.0,77.5,14.4,7.1,226.9,24.6,64.6,29.6,8.7,1.2,128.6,175,Female,445.9,122.6,333.1,1800.6,713.3,486.6,267.6,2246.5,35.5,192,192,Emigrants: All destinations,19.6,3.9,0.5,4.6,3.6,2.7,3.7,0.6
2008,3.2,35.6,48.0,5.7,6.0,98.4,27.8,100.0,77.5,14.4,7.1,226.9,24.6,64.6,29.6,8.7,1.2,128.6,175,Female,445.9,122.6,333.1,1800.6,713.3,486.6,267.6,2246.5,35.5,193,193,Immigrants: All origins,59.5,3.9,1.4,8.4,24.7,9.7,8.8,2.7
2008,3.2,35.6,48.0,5.7,6.0,98.4,27.8,100.0,77.5,14.4,7.1,226.9,24.6,64.6,29.6,8.7,1.2,128.6,175,Female,445.9,122.6,333.1,1800.6,713.3,486.6,267.6,2246.5,35.5,194,194,Net migration,39.9,0.0,0.9,3.7,21.1,7.0,5.1,2.1
2008,3.2,35.6,48.0,5.7,6.0,98.4,27.8,100.0,77.5,14.4,7.1,226.9,24.6,64.6,29.6,8.7,1.2,128.6,176,Male,467.5,129.1,336.1,1771.1,726.6,492.2,216.2,2238.6,36.9,195,195,Emigrants: All destinations,29.6,6.5,0.6,3.2,6.5,7.1,3.9,1.8
2008,3.2,35.6,48.0,5.7,6.0,98.4,27.8,100.0,77.5,14.4,7.1,226.9,24.6,64.6,29.6,8.7,1.2,128.6,176,Male,467.5,129.1,336.1,1771.1,726.6,492.2,216.2,2238.6,36.9,196,196,Immigrants: All origins,53.9,3.3,0.6,6.1,20.8,10.3,10.6,2.3
2008,3.2,35.6,48.0,5.7,6.0,98.4,27.8,100.0,77.5,14.4,7.1,226.9,24.6,64.6,29.6,8.7,1.2,128.6,176,Male,467.5,129.1,336.1,1771.1,726.6,492.2,216.2,2238.6,36.9,197,197,Net migration,24.4,-3.2,0.0,2.9,14.2,3.2,6.7,0.6
2009,4.8,55.8,75.0,6.1,2.4,144.0,9.0,74.4,52.8,6.6,4.6,147.3,4.2,18.5,-22.2,0.6,2.1,3.2,177,Both sexes,936.4,261.7,648.7,3597.0,1448.1,1001.3,498.9,4533.4,73.6,198,198,Emigrants: All destinations,72.0,11.1,1.1,7.4,25.2,9.9,13.2,4.1
2009,4.8,55.8,75.0,6.1,2.4,144.0,9.0,74.4,52.8,6.6,4.6,147.3,4.2,18.5,-22.2,0.6,2.1,3.2,177,Both sexes,936.4,261.7,648.7,3597.0,1448.1,1001.3,498.9,4533.4,73.6,199,199,Immigrants: All origins,73.7,7.1,1.0,18.1,17.5,13.6,13.4,3.0
2009,4.8,55.8,75.0,6.1,2.4,144.0,9.0,74.4,52.8,6.6,4.6,147.3,4.2,18.5,-22.2,0.6,2.1,3.2,177,Both sexes,936.4,261.7,648.7,3597.0,1448.1,1001.3,498.9,4533.4,73.6,200,200,Net migration,1.6,-4.0,-0.2,10.7,-7.7,3.6,0.2,-1.0
2009,4.8,55.8,75.0,6.1,2.4,144.0,9.0,74.4,52.8,6.6,4.6,147.3,4.2,18.5,-22.2,0.6,2.1,3.2,178,Female,457.2,127.9,324.8,1818.9,721.8,498.2,274.1,2276.1,35.9,201,201,Emigrants: All destinations,30.1,4.4,0.6,4.4,9.2,4.6,5.1,1.8
2009,4.8,55.8,75.0,6.1,2.4,144.0,9.0,74.4,52.8,6.6,4.6,147.3,4.2,18.5,-22.2,0.6,2.1,3.2,178,Female,457.2,127.9,324.8,1818.9,721.8,498.2,274.1,2276.1,35.9,202,202,Immigrants: All origins,36.8,2.9,0.6,11.8,8.2,6.2,5.6,1.5
2009,4.8,55.8,75.0,6.1,2.4,144.0,9.0,74.4,52.8,6.6,4.6,147.3,4.2,18.5,-22.2,0.6,2.1,3.2,178,Female,457.2,127.9,324.8,1818.9,721.8,498.2,274.1,2276.1,35.9,203,203,Net migration,6.7,-1.5,0.0,7.4,-1.0,1.6,0.5,-0.3
2009,4.8,55.8,75.0,6.1,2.4,144.0,9.0,74.4,52.8,6.6,4.6,147.3,4.2,18.5,-22.2,0.6,2.1,3.2,179,Male,479.2,133.8,323.9,1778.1,726.3,503.2,224.8,2257.3,37.7,204,204,Emigrants: All destinations,41.9,6.7,0.6,3.0,16.0,5.4,8.0,2.2
2009,4.8,55.8,75.0,6.1,2.4,144.0,9.0,74.4,52.8,6.6,4.6,147.3,4.2,18.5,-22.2,0.6,2.1,3.2,179,Male,479.2,133.8,323.9,1778.1,726.3,503.2,224.8,2257.3,37.7,205,205,Immigrants: All origins,36.8,4.2,0.4,6.3,9.3,7.4,7.8,1.5
2009,4.8,55.8,75.0,6.1,2.4,144.0,9.0,74.4,52.8,6.6,4.6,147.3,4.2,18.5,-22.2,0.6,2.1,3.2,179,Male,479.2,133.8,323.9,1778.1,726.3,503.2,224.8,2257.3,37.7,206,206,Net migration,-5.1,-2.5,-0.2,3.3,-6.7,2.0,-0.3,-0.8
2010,4.1,53.4,73.0,5.8,2.2,138.5,3.7,34.6,37.5,4.1,3.7,83.6,-0.3999999999999999,-18.8,-35.4,-1.7999999999999998,1.6,-54.9,180,Both sexes,957.7,272.0,615.7,3596.9,1444.3,1021.9,515.1,4554.8,74.9,207,207,Emigrants: All destinations,69.2,10.4,2.4,11.9,14.6,11.7,15.3,2.9
2010,4.1,53.4,73.0,5.8,2.2,138.5,3.7,34.6,37.5,4.1,3.7,83.6,-0.3999999999999999,-18.8,-35.4,-1.7999999999999998,1.6,-54.9,180,Both sexes,957.7,272.0,615.7,3596.9,1444.3,1021.9,515.1,4554.8,74.9,208,208,Immigrants: All origins,41.8,6.5,0.5,7.8,8.7,7.6,9.1,1.7
2010,4.1,53.4,73.0,5.8,2.2,138.5,3.7,34.6,37.5,4.1,3.7,83.6,-0.3999999999999999,-18.8,-35.4,-1.7999999999999998,1.6,-54.9,180,Both sexes,957.7,272.0,615.7,3596.9,1444.3,1021.9,515.1,4554.8,74.9,209,209,Net migration,-27.5,-3.9,-1.9,-4.1,-5.9,-4.1,-6.2,-1.3
2010,4.1,53.4,73.0,5.8,2.2,138.5,3.7,34.6,37.5,4.1,3.7,83.6,-0.3999999999999999,-18.8,-35.4,-1.7999999999999998,1.6,-54.9,181,Female,467.2,133.0,307.9,1825.4,725.2,510.5,281.7,2292.6,36.5,210,210,Emigrants: All destinations,28.7,3.8,0.7,6.5,5.6,4.9,6.4,0.8
2010,4.1,53.4,73.0,5.8,2.2,138.5,3.7,34.6,37.5,4.1,3.7,83.6,-0.3999999999999999,-18.8,-35.4,-1.7999999999999998,1.6,-54.9,181,Female,467.2,133.0,307.9,1825.4,725.2,510.5,281.7,2292.6,36.5,211,211,Immigrants: All origins,21.4,3.0,0.3,4.4,4.0,3.8,5.1,0.8
2010,4.1,53.4,73.0,5.8,2.2,138.5,3.7,34.6,37.5,4.1,3.7,83.6,-0.3999999999999999,-18.8,-35.4,-1.7999999999999998,1.6,-54.9,181,Female,467.2,133.0,307.9,1825.4,725.2,510.5,281.7,2292.6,36.5,212,212,Net migration,-7.2,-0.7,-0.4,-2.1,-1.6,-1.1,-1.4,0.0
2010,4.1,53.4,73.0,5.8,2.2,138.5,3.7,34.6,37.5,4.1,3.7,83.6,-0.3999999999999999,-18.8,-35.4,-1.7999999999999998,1.6,-54.9,182,Male,490.5,139.1,307.8,1771.7,719.1,511.4,233.4,2262.2,38.5,213,213,Emigrants: All destinations,40.6,6.6,1.7,5.4,9.0,6.8,8.8,2.1
2010,4.1,53.4,73.0,5.8,2.2,138.5,3.7,34.6,37.5,4.1,3.7,83.6,-0.3999999999999999,-18.8,-35.4,-1.7999999999999998,1.6,-54.9,182,Male,490.5,139.1,307.8,1771.7,719.1,511.4,233.4,2262.2,38.5,214,214,Immigrants: All origins,20.4,3.5,0.2,3.4,4.7,3.8,4.0,0.8
2010,4.1,53.4,73.0,5.8,2.2,138.5,3.7,34.6,37.5,4.1,3.7,83.6,-0.3999999999999999,-18.8,-35.4,-1.7999999999999998,1.6,-54.9,182,Male,490.5,139.1,307.8,1771.7,719.1,511.4,233.4,2262.2,38.5,215,215,Net migration,-20.2,-3.2,-1.5,-2.0,-4.3,-3.0,-4.8,-1.3
2011,10.5,69.0,62.5,12.3,6.8,161.29999999999998,12.2,29.2,53.8,8.6,2.7,106.5,1.7,-39.9,-8.8,-3.7,-4.2,-54.7,183,Both sexes,976.7,283.6,579.6,3598.2,1448.7,1038.3,531.6,4574.9,72.5,216,216,Emigrants: All destinations,80.6,13.4,2.1,13.9,10.4,16.2,20.0,4.7
2011,10.5,69.0,62.5,12.3,6.8,161.29999999999998,12.2,29.2,53.8,8.6,2.7,106.5,1.7,-39.9,-8.8,-3.7,-4.2,-54.7,183,Both sexes,976.7,283.6,579.6,3598.2,1448.7,1038.3,531.6,4574.9,72.5,217,217,Immigrants: All origins,53.3,4.5,1.3,9.7,9.8,12.9,11.9,3.3
2011,10.5,69.0,62.5,12.3,6.8,161.29999999999998,12.2,29.2,53.8,8.6,2.7,106.5,1.7,-39.9,-8.8,-3.7,-4.2,-54.7,183,Both sexes,976.7,283.6,579.6,3598.2,1448.7,1038.3,531.6,4574.9,72.5,218,218,Net migration,-27.4,-9.0,-0.9,-4.2,-0.5,-3.3,-8.1,-1.4
2011,10.5,69.0,62.5,12.3,6.8,161.29999999999998,12.2,29.2,53.8,8.6,2.7,106.5,1.7,-39.9,-8.8,-3.7,-4.2,-54.7,184,Female,476.8,138.5,287.3,1827.6,730.8,519.5,290.0,2304.4,35.6,219,219,Emigrants: All destinations,38.8,6.0,1.0,6.8,5.4,8.5,8.9,2.1
2011,10.5,69.0,62.5,12.3,6.8,161.29999999999998,12.2,29.2,53.8,8.6,2.7,106.5,1.7,-39.9,-8.8,-3.7,-4.2,-54.7,184,Female,476.8,138.5,287.3,1827.6,730.8,519.5,290.0,2304.4,35.6,220,220,Immigrants: All origins,27.2,2.2,0.6,5.0,5.3,6.5,6.0,1.7
2011,10.5,69.0,62.5,12.3,6.8,161.29999999999998,12.2,29.2,53.8,8.6,2.7,106.5,1.7,-39.9,-8.8,-3.7,-4.2,-54.7,184,Female,476.8,138.5,287.3,1827.6,730.8,519.5,290.0,2304.4,35.6,221,221,Net migration,-11.5,-3.8,-0.4,-1.8,-0.2,-2.0,-3.0,-0.3
2011,10.5,69.0,62.5,12.3,6.8,161.29999999999998,12.2,29.2,53.8,8.6,2.7,106.5,1.7,-39.9,-8.8,-3.7,-4.2,-54.7,185,Male,499.9,145.1,292.3,1770.6,717.8,518.9,241.6,2270.5,36.9,222,222,Emigrants: All destinations,41.9,7.4,1.1,7.0,4.9,7.7,11.1,2.6
2011,10.5,69.0,62.5,12.3,6.8,161.29999999999998,12.2,29.2,53.8,8.6,2.7,106.5,1.7,-39.9,-8.8,-3.7,-4.2,-54.7,185,Male,499.9,145.1,292.3,1770.6,717.8,518.9,241.6,2270.5,36.9,223,223,Immigrants: All origins,26.0,2.2,0.7,4.7,4.5,6.5,5.9,1.5
2011,10.5,69.0,62.5,12.3,6.8,161.29999999999998,12.2,29.2,53.8,8.6,2.7,106.5,1.7,-39.9,-8.8,-3.7,-4.2,-54.7,185,Male,499.9,145.1,292.3,1770.6,717.8,518.9,241.6,2270.5,36.9,224,224,Net migration,-15.8,-5.1,-0.5,-2.4,-0.4,-1.3,-5.2,-1.1
2012,19.1,52.0,77.0,13.6,4.2,166.0,13.299999999999999,33.8,52.8,9.0,5.7,114.5,-5.8,-18.2,-24.3,-4.6,1.5,-51.4,186,Both sexes,988.0,285.5,566.6,3605.7,1435.3,1053.8,550.1,4593.7,72.7,225,225,Emigrants: All destinations,83.0,17.4,2.8,13.7,9.2,13.7,18.1,8.2
2012,19.1,52.0,77.0,13.6,4.2,166.0,13.299999999999999,33.8,52.8,9.0,5.7,114.5,-5.8,-18.2,-24.3,-4.6,1.5,-51.4,186,Both sexes,988.0,285.5,566.6,3605.7,1435.3,1053.8,550.1,4593.7,72.7,226,226,Immigrants: All origins,57.3,5.4,1.7,10.2,10.1,14.5,10.1,5.3
2012,19.1,52.0,77.0,13.6,4.2,166.0,13.299999999999999,33.8,52.8,9.0,5.7,114.5,-5.8,-18.2,-24.3,-4.6,1.5,-51.4,186,Both sexes,988.0,285.5,566.6,3605.7,1435.3,1053.8,550.1,4593.7,72.7,227,227,Net migration,-25.7,-12.0,-1.1,-3.6,0.9,0.9,-8.0,-2.8
2012,19.1,52.0,77.0,13.6,4.2,166.0,13.299999999999999,33.8,52.8,9.0,5.7,114.5,-5.8,-18.2,-24.3,-4.6,1.5,-51.4,187,Female,482.6,140.0,280.7,1836.0,728.4,528.6,298.4,2318.7,35.4,228,228,Emigrants: All destinations,37.1,7.1,1.1,7.1,4.5,5.6,8.0,3.8
2012,19.1,52.0,77.0,13.6,4.2,166.0,13.299999999999999,33.8,52.8,9.0,5.7,114.5,-5.8,-18.2,-24.3,-4.6,1.5,-51.4,187,Female,482.6,140.0,280.7,1836.0,728.4,528.6,298.4,2318.7,35.4,229,229,Immigrants: All origins,29.7,2.3,0.7,6.0,4.8,8.2,5.1,2.6
2012,19.1,52.0,77.0,13.6,4.2,166.0,13.299999999999999,33.8,52.8,9.0,5.7,114.5,-5.8,-18.2,-24.3,-4.6,1.5,-51.4,187,Female,482.6,140.0,280.7,1836.0,728.4,528.6,298.4,2318.7,35.4,230,230,Net migration,-7.3,-4.8,-0.3,-1.0,0.3,2.6,-2.8,-1.2
2012,19.1,52.0,77.0,13.6,4.2,166.0,13.299999999999999,33.8,52.8,9.0,5.7,114.5,-5.8,-18.2,-24.3,-4.6,1.5,-51.4,188,Male,505.4,145.5,285.8,1769.6,707.0,525.2,251.7,2275.0,37.0,231,231,Emigrants: All destinations,45.9,10.2,1.8,6.7,4.7,8.1,10.1,4.4
