,year,age_group,sex,migration,value
1007,2005,25 - 44 years,Female,Immigrants: All origins,17.5
1008,2005,45 - 64 years,Both sexes,Net migration,4.7
1009,2005,45 - 64 years,Both sexes,Emigrants: All destinations,1.5
1010,2005,45 - 64 years,Both sexes,Immigrants: All origins,6.1
1011,2005,45 - 64 years,Male,Net migration,3.0
1012,2005,45 - 64 years,Male,Emigrants: All destinations,0.6
1013,2005,45 - 64 years,Male,Immigrants: All origins,3.7
1014,2005,45 - 64 years,Female,Net migration,1.6
1015,2005,45 - 64 years,Female,Emigrants: All destinations,0.8
1016,2005,45 - 64 years,Female,Immigrants: All origins,2.5
1017,2005,65 years and over,Both sexes,Net migration,0.3
1018,2005,65 years and over,Both sexes,Emigrants: All destinations,0.9
1019,2005,65 years and over,Both sexes,Immigrants: All origins,1.2
1020,2005,65 years and over,Male,Net migration,0.2
1021,2005,65 years and over,Male,Emigrants: All destinations,0.4
1022,2005,65 years and over,Male,Immigrants: All origins,0.6
1023,2005,65 years and over,Female,Net migration,0.1
1024,2005,65 years and over,Female,Emigrants: All destinations,0.5
1025,2005,65 years and over,Female,Immigrants: All origins,0.6
1026,2006,All ages,Both sexes,Net migration,71.8
1027,2006,All ages,Both sexes,Emigrants: All destinations,36.0
1028,2006,All ages,Both sexes,Immigrants: All origins,107.8
1029,2006,All ages,Male,Net migration,41.6
1030,2006,All ages,Male,Emigrants: All destinations,18.7
1031,2006,All ages,Male,Immigrants: All origins,60.3
1032,2006,All ages,Female,Net migration,30.2
1033,2006,All ages,Female,Emigrants: All destinations,17.3
1034,2006,All ages,Female,Immigrants: All origins,47.5
1035,2006,0 - 14 years,Both sexes,Net migration,9.3
1036,2006,0 - 14 years,Both sexes,Emigrants: All destinations,2.2
1037,2006,0 - 14 years,Both sexes,Immigrants: All origins,11.5
1038,2006,0 - 14 years,Male,Net migration,4.4
1039,2006,0 - 14 years,Male,Emigrants: All destinations,1.1
1040,2006,0 - 14 years,Male,Immigrants: All origins,5.5
1041,2006,0 - 14 years,Female,Net migration,5.0
1042,2006,0 - 14 years,Female,Emigrants: All destinations,1.1
1043,2006,0 - 14 years,Female,Immigrants: All origins,6.0
1044,2006,15 - 24 years,Both sexes,Net migration,15.6
1045,2006,15 - 24 years,Both sexes,Emigrants: All destinations,15.9
1046,2006,15 - 24 years,Both sexes,Immigrants: All origins,31.6
1047,2006,15 - 24 years,Male,Net migration,8.4
1048,2006,15 - 24 years,Male,Emigrants: All destinations,8.0
1049,2006,15 - 24 years,Male,Immigrants: All origins,16.4
1050,2006,15 - 24 years,Female,Net migration,7.3
1051,2006,15 - 24 years,Female,Emigrants: All destinations,7.9
1052,2006,15 - 24 years,Female,Immigrants: All origins,15.2
1053,2006,25 - 44 years,Both sexes,Net migration,43.0
1054,2006,25 - 44 years,Both sexes,Emigrants: All destinations,14.1
1055,2006,25 - 44 years,Both sexes,Immigrants: All origins,57.2
1056,2006,25 - 44 years,Male,Net migration,26.4
1057,2006,25 - 44 years,Male,Emigrants: All destinations,7.6
1058,2006,25 - 44 years,Male,Immigrants: All origins,34.0
1059,2006,25 - 44 years,Female,Net migration,16.6
1060,2006,25 - 44 years,Female,Emigrants: All destinations,6.5
1061,2006,25 - 44 years,Female,Immigrants: All origins,23.2
1062,2006,45 - 64 years,Both sexes,Net migration,4.1
1063,2006,45 - 64 years,Both sexes,Emigrants: All destinations,2.1
1064,2006,45 - 64 years,Both sexes,Immigrants: All origins,6.1
1065,2006,45 - 64 years,Male,Net migration,2.5
1066,2006,45 - 64 years,Male,Emigrants: All destinations,1.2
1067,2006,45 - 64 years,Male,Immigrants: All origins,3.7
1068,2006,45 - 64 years,Female,Net migration,1.5
1069,2006,45 - 64 years,Female,Emigrants: All destinations,0.9
1070,2006,45 - 64 years,Female,Immigrants: All origins,2.4
1071,2006,65 years and over,Both sexes,Net migration,-0.3
1072,2006,65 years and over,Both sexes,Emigrants: All destinations,1.7
1073,2006,65 years and over,Both sexes,Immigrants: All origins,1.4
1074,2006,65 years and over,Male,Net migration,-0.1
1075,2006,65 years and over,Male,Emigrants: All destinations,0.8
1076,2006,65 years and over,Male,Immigrants: All origins,0.7
1077,2006,65 years and over,Female,Net migration,-0.2
1078,2006,65 years and over,Female,Emigrants: All destinations,0.9
1079,2006,65 years and over,Female,Immigrants: All origins,0.7
1080,2007,All ages,Both sexes,Net migration,104.8
1081,2007,All ages,Both sexes,Emigrants: All destinations,46.3
1082,2007,All ages,Both sexes,Immigrants: All origins,151.1
1083,2007,All ages,Male,Net migration,54.3
1084,2007,All ages,Male,Emigrants: All destinations,25.7
1085,2007,All ages,Male,Immigrants: All origins,80.0
1086,2007,All ages,Female,Net migration,50.4
1087,2007,All ages,Female,Emigrants: All destinations,20.6
1088,2007,All ages,Female,Immigrants: All origins,71.1
1089,2007,0 - 14 years,Both sexes,Net migration,10.0
1090,2007,0 - 14 years,Both sexes,Emigrants: All destinations,1.4
1091,2007,0 - 14 years,Both sexes,Immigrants: All origins,11.4
1092,2007,0 - 14 years,Male,Net migration,4.8
1093,2007,0 - 14 years,Male,Emigrants: All destinations,0.6
1094,2007,0 - 14 years,Male,Immigrants: All origins,5.3
1095,2007,0 - 14 years,Female,Net migration,5.3
1096,2007,0 - 14 years,Female,Emigrants: All destinations,0.8
1097,2007,0 - 14 years,Female,Immigrants: All origins,6.1
1098,2007,15 - 24 years,Both sexes,Net migration,43.1
1099,2007,15 - 24 years,Both sexes,Emigrants: All destinations,18.2
1100,2007,15 - 24 years,Both sexes,Immigrants: All origins,61.4
1101,2007,15 - 24 years,Male,Net migration,20.0
1102,2007,15 - 24 years,Male,Emigrants: All destinations,8.9
1103,2007,15 - 24 years,Male,Immigrants: All origins,28.9
1104,2007,15 - 24 years,Female,Net migration,23.1
1105,2007,15 - 24 years,Female,Emigrants: All destinations,9.3
1106,2007,15 - 24 years,Female,Immigrants: All origins,32.5
1107,2007,25 - 44 years,Both sexes,Net migration,44.6
1108,2007,25 - 44 years,Both sexes,Emigrants: All destinations,21.2
1109,2007,25 - 44 years,Both sexes,Immigrants: All origins,65.8
1110,2007,25 - 44 years,Male,Net migration,25.3
1111,2007,25 - 44 years,Male,Emigrants: All destinations,12.8
1112,2007,25 - 44 years,Male,Immigrants: All origins,38.1
1113,2007,25 - 44 years,Female,Net migration,19.3
1114,2007,25 - 44 years,Female,Emigrants: All destinations,8.4
1115,2007,25 - 44 years,Female,Immigrants: All origins,27.7
1116,2007,45 - 64 years,Both sexes,Net migration,7.1
1117,2007,45 - 64 years,Both sexes,Emigrants: All destinations,3.0
1118,2007,45 - 64 years,Both sexes,Immigrants: All origins,10.1
1119,2007,45 - 64 years,Male,Net migration,4.0
1120,2007,45 - 64 years,Male,Emigrants: All destinations,2.0
1121,2007,45 - 64 years,Male,Immigrants: All origins,6.0
1122,2007,45 - 64 years,Female,Net migration,3.1
1123,2007,45 - 64 years,Female,Emigrants: All destinations,1.1
1124,2007,45 - 64 years,Female,Immigrants: All origins,4.1
1125,2007,65 years and over,Both sexes,Net migration,-0.1
1126,2007,65 years and over,Both sexes,Emigrants: All destinations,2.5
1127,2007,65 years and over,Both sexes,Immigrants: All origins,2.4
1128,2007,65 years and over,Male,Net migration,0.2
1129,2007,65 years and over,Male,Emigrants: All destinations,1.5
1130,2007,65 years and over,Male,Immigrants: All origins,1.7
1131,2007,65 years and over,Female,Net migration,-0.3
1132,2007,65 years and over,Female,Emigrants: All destinations,1.0
1133,2007,65 years and over,Female,Immigrants: All origins,0.7
1134,2008,All ages,Both sexes,Net migration,64.3
1135,2008,All ages,Both sexes,Emigrants: All destinations,49.2
1136,2008,All ages,Both sexes,Immigrants: All origins,113.5
1137,2008,All ages,Male,Net migration,24.4
1138,2008,All ages,Male,Emigrants: All destinations,29.6
1139,2008,All ages,Male,Immigrants: All origins,53.9
1140,2008,All ages,Female,Net migration,39.9
1141,2008,All ages,Female,Emigrants: All destinations,19.6
1142,2008,All ages,Female,Immigrants: All origins,59.5
1143,2008,0 - 14 years,Both sexes,Net migration,12.3
1144,2008,0 - 14 years,Both sexes,Emigrants: All destinations,1.6
1145,2008,0 - 14 years,Both sexes,Immigrants: All origins,13.9
1146,2008,0 - 14 years,Male,Net migration,5.8
1147,2008,0 - 14 years,Male,Emigrants: All destinations,0.8
1148,2008,0 - 14 years,Male,Immigrants: All origins,6.6
1149,2008,0 - 14 years,Female,Net migration,6.5
1150,2008,0 - 14 years,Female,Emigrants: All destinations,0.8
1151,2008,0 - 14 years,Female,Immigrants: All origins,7.3
1152,2008,15 - 24 years,Both sexes,Net migration,32.3
1153,2008,15 - 24 years,Both sexes,Emigrants: All destinations,17.8
1154,2008,15 - 24 years,Both sexes,Immigrants: All origins,50.0
1155,2008,15 - 24 years,Male,Net migration,13.7
1156,2008,15 - 24 years,Male,Emigrants: All destinations,9.7
1157,2008,15 - 24 years,Male,Immigrants: All origins,23.3
1158,2008,15 - 24 years,Female,Net migration,18.6
1159,2008,15 - 24 years,Female,Emigrants: All destinations,8.1
1160,2008,15 - 24 years,Female,Immigrants: All origins,26.7
1161,2008,25 - 44 years,Both sexes,Net migration,14.8
1162,2008,25 - 44 years,Both sexes,Emigrants: All destinations,24.0
1163,2008,25 - 44 years,Both sexes,Immigrants: All origins,38.8
1164,2008,25 - 44 years,Male,Net migration,3.1
1165,2008,25 - 44 years,Male,Emigrants: All destinations,14.9
1166,2008,25 - 44 years,Male,Immigrants: All origins,18.0
1167,2008,25 - 44 years,Female,Net migration,11.7
1168,2008,25 - 44 years,Female,Emigrants: All destinations,9.1
1169,2008,25 - 44 years,Female,Immigrants: All origins,20.7
1170,2008,45 - 64 years,Both sexes,Net migration,4.3
1171,2008,45 - 64 years,Both sexes,Emigrants: All destinations,2.9
1172,2008,45 - 64 years,Both sexes,Immigrants: All origins,7.2
1173,2008,45 - 64 years,Male,Net migration,2.0
1174,2008,45 - 64 years,Male,Emigrants: All destinations,2.2
1175,2008,45 - 64 years,Male,Immigrants: All origins,4.2
1176,2008,45 - 64 years,Female,Net migration,2.4
1177,2008,45 - 64 years,Female,Emigrants: All destinations,0.6
1178,2008,45 - 64 years,Female,Immigrants: All origins,3.0
1179,2008,65 years and over,Both sexes,Net migration,0.6
1180,2008,65 years and over,Both sexes,Emigrants: All destinations,3.0
1181,2008,65 years and over,Both sexes,Immigrants: All origins,3.6
1182,2008,65 years and over,Male,Net migration,-0.2
1183,2008,65 years and over,Male,Emigrants: All destinations,2.0
1184,2008,65 years and over,Male,Immigrants: All origins,1.7
1185,2008,65 years and over,Female,Net migration,0.8
1186,2008,65 years and over,Female,Emigrants: All destinations,1.0
1187,2008,65 years and over,Female,Immigrants: All origins,1.8
1188,2009,All ages,Both sexes,Net migration,1.6
1189,2009,All ages,Both sexes,Emigrants: All destinations,72.0
1190,2009,All ages,Both sexes,Immigrants: All origins,73.7
1191,2009,All ages,Male,Net migration,-5.1
1192,2009,All ages,Male,Emigrants: All destinations,41.9
1193,2009,All ages,Male,Immigrants: All origins,36.8
1194,2009,All ages,Female,Net migration,6.7
1195,2009,All ages,Female,Emigrants: All destinations,30.1
1196,2009,All ages,Female,Immigrants: All origins,36.8
1197,2009,0 - 14 years,Both sexes,Net migration,2.1
1198,2009,0 - 14 years,Both sexes,Emigrants: All destinations,2.4
1199,2009,0 - 14 years,Both sexes,Immigrants: All origins,4.5
1200,2009,0 - 14 years,Male,Net migration,1.1
1201,2009,0 - 14 years,Male,Emigrants: All destinations,1.1
1202,2009,0 - 14 years,Male,Immigrants: All origins,2.2
1203,2009,0 - 14 years,Female,Net migration,1.0
1204,2009,0 - 14 years,Female,Emigrants: All destinations,1.3
1205,2009,0 - 14 years,Female,Immigrants: All origins,2.3
1206,2009,15 - 24 years,Both sexes,Net migration,9.3
1207,2009,15 - 24 years,Both sexes,Emigrants: All destinations,27.9
1208,2009,15 - 24 years,Both sexes,Immigrants: All origins,37.2
1209,2009,15 - 24 years,Male,Net migration,1.4
1210,2009,15 - 24 years,Male,Emigrants: All destinations,17.1
1211,2009,15 - 24 years,Male,Immigrants: All origins,18.6
1212,2009,15 - 24 years,Female,Net migration,7.8
1213,2009,15 - 24 years,Female,Emigrants: All destinations,10.8
1214,2009,15 - 24 years,Female,Immigrants: All origins,18.6
1215,2009,25 - 44 years,Both sexes,Net migration,-11.1
1216,2009,25 - 44 years,Both sexes,Emigrants: All destinations,37.5
1217,2009,25 - 44 years,Both sexes,Immigrants: All origins,26.4
1218,2009,25 - 44 years,Male,Net migration,-9.0
1219,2009,25 - 44 years,Male,Emigrants: All destinations,22.0
1220,2009,25 - 44 years,Male,Immigrants: All origins,13.0
1221,2009,25 - 44 years,Female,Net migration,-2.1
1222,2009,25 - 44 years,Female,Emigrants: All destinations,15.5
1223,2009,25 - 44 years,Female,Immigrants: All origins,13.4
1224,2009,45 - 64 years,Both sexes,Net migration,0.3
1225,2009,45 - 64 years,Both sexes,Emigrants: All destinations,3.1
1226,2009,45 - 64 years,Both sexes,Immigrants: All origins,3.3
1227,2009,45 - 64 years,Male,Net migration,0.4
1228,2009,45 - 64 years,Male,Emigrants: All destinations,1.2
1229,2009,45 - 64 years,Male,Immigrants: All origins,1.6
1230,2009,45 - 64 years,Female,Net migration,-0.1
1231,2009,45 - 64 years,Female,Emigrants: All destinations,1.8
1232,2009,45 - 64 years,Female,Immigrants: All origins,1.7
1233,2009,65 years and over,Both sexes,Net migration,1.0
1234,2009,65 years and over,Both sexes,Emigrants: All destinations,1.2
1235,2009,65 years and over,Both sexes,Immigrants: All origins,2.3
1236,2009,65 years and over,Male,Net migration,1.0
1237,2009,65 years and over,Male,Emigrants: All destinations,0.4
1238,2009,65 years and over,Male,Immigrants: All origins,1.4
1239,2009,65 years and over,Female,Net migration,0.1
1240,2009,65 years and over,Female,Emigrants: All destinations,0.8
1241,2009,65 years and over,Female,Immigrants: All origins,0.9
1242,2010,All ages,Both sexes,Net migration,-27.5
1243,2010,All ages,Both sexes,Emigrants: All destinations,69.2
1244,2010,All ages,Both sexes,Immigrants: All origins,41.8
1245,2010,All ages,Male,Net migration,-20.2
1246,2010,All ages,Male,Emigrants: All destinations,40.6
1247,2010,All ages,Male,Immigrants: All origins,20.4
1248,2010,All ages,Female,Net migration,-7.2
1249,2010,All ages,Female,Emigrants: All destinations,28.7
1250,2010,All ages,Female,Immigrants: All origins,21.4
1251,2010,0 - 14 years,Both sexes,Net migration,-0.2
1252,2010,0 - 14 years,Both sexes,Emigrants: All destinations,2.0
1253,2010,0 - 14 years,Both sexes,Immigrants: All origins,1.8
1254,2010,0 - 14 years,Male,Net migration,0.4
1255,2010,0 - 14 years,Male,Emigrants: All destinations,1.0
1256,2010,0 - 14 years,Male,Immigrants: All origins,1.4
1257,2010,0 - 14 years,Female,Net migration,-0.6
1258,2010,0 - 14 years,Female,Emigrants: All destinations,1.1
1259,2010,0 - 14 years,Female,Immigrants: All origins,0.5
1260,2010,15 - 24 years,Both sexes,Net migration,-9.4
1261,2010,15 - 24 years,Both sexes,Emigrants: All destinations,26.7
1262,2010,15 - 24 years,Both sexes,Immigrants: All origins,17.3
1263,2010,15 - 24 years,Male,Net migration,-6.1
1264,2010,15 - 24 years,Male,Emigrants: All destinations,13.7
1265,2010,15 - 24 years,Male,Immigrants: All origins,7.6
1266,2010,15 - 24 years,Female,Net migration,-3.3
1267,2010,15 - 24 years,Female,Emigrants: All destinations,13.0
1268,2010,15 - 24 years,Female,Immigrants: All origins,9.7
1269,2010,25 - 44 years,Both sexes,Net migration,-17.7
1270,2010,25 - 44 years,Both sexes,Emigrants: All destinations,36.5
1271,2010,25 - 44 years,Both sexes,Immigrants: All origins,18.8
1272,2010,25 - 44 years,Male,Net migration,-13.1
1273,2010,25 - 44 years,Male,Emigrants: All destinations,23.0
1274,2010,25 - 44 years,Male,Immigrants: All origins,9.9
1275,2010,25 - 44 years,Female,Net migration,-4.6
1276,2010,25 - 44 years,Female,Emigrants: All destinations,13.5
1277,2010,25 - 44 years,Female,Immigrants: All origins,8.8
1278,2010,45 - 64 years,Both sexes,Net migration,-0.9
1279,2010,45 - 64 years,Both sexes,Emigrants: All destinations,2.9
1280,2010,45 - 64 years,Both sexes,Immigrants: All origins,2.0
1281,2010,45 - 64 years,Male,Net migration,-1.7
1282,2010,45 - 64 years,Male,Emigrants: All destinations,2.4
1283,2010,45 - 64 years,Male,Immigrants: All origins,0.8
1284,2010,45 - 64 years,Female,Net migration,0.8
1285,2010,45 - 64 years,Female,Emigrants: All destinations,0.5
1286,2010,45 - 64 years,Female,Immigrants: All origins,1.3
1287,2010,65 years and over,Both sexes,Net migration,0.8
1288,2010,65 years and over,Both sexes,Emigrants: All destinations,1.1
1289,2010,65 years and over,Both sexes,Immigrants: All origins,1.9
1290,2010,65 years and over,Male,Net migration,0.3
1291,2010,65 years and over,Male,Emigrants: All destinations,0.5
1292,2010,65 years and over,Male,Immigrants: All origins,0.7
1293,2010,65 years and over,Female,Net migration,0.5
1294,2010,65 years and over,Female,Emigrants: All destinations,0.6
1295,2010,65 years and over,Female,Immigrants: All origins,1.1
1296,2011,All ages,Both sexes,Net migration,-27.4
1297,2011,All ages,Both sexes,Emigrants: All destinations,80.6
1298,2011,All ages,Both sexes,Immigrants: All origins,53.3
1299,2011,All ages,Male,Net migration,-15.8
1300,2011,All ages,Male,Emigrants: All destinations,41.9
1301,2011,All ages,Male,Immigrants: All origins,26.0
1302,2011,All ages,Female,Net migration,-11.5
1303,2011,All ages,Female,Emigrants: All destinations,38.8
1304,2011,All ages,Female,Immigrants: All origins,27.2
1305,2011,0 - 14 years,Both sexes,Net migration,0.9
1306,2011,0 - 14 years,Both sexes,Emigrants: All destinations,5.3
1307,2011,0 - 14 years,Both sexes,Immigrants: All origins,6.1
1308,2011,0 - 14 years,Male,Net migration,0.6
1309,2011,0 - 14 years,Male,Emigrants: All destinations,2.5
1310,2011,0 - 14 years,Male,Immigrants: All origins,3.1
1311,2011,0 - 14 years,Female,Net migration,0.2
1312,2011,0 - 14 years,Female,Emigrants: All destinations,2.7
1313,2011,0 - 14 years,Female,Immigrants: All origins,3.0
1314,2011,15 - 24 years,Both sexes,Net migration,-19.9
1315,2011,15 - 24 years,Both sexes,Emigrants: All destinations,34.5
1316,2011,15 - 24 years,Both sexes,Immigrants: All origins,14.6
1317,2011,15 - 24 years,Male,Net migration,-9.5
1318,2011,15 - 24 years,Male,Emigrants: All destinations,15.9
1319,2011,15 - 24 years,Male,Immigrants: All origins,6.4
1320,2011,15 - 24 years,Female,Net migration,-10.5
1321,2011,15 - 24 years,Female,Emigrants: All destinations,18.6
1322,2011,15 - 24 years,Female,Immigrants: All origins,8.2
1323,2011,25 - 44 years,Both sexes,Net migration,-4.4
1324,2011,25 - 44 years,Both sexes,Emigrants: All destinations,31.3
1325,2011,25 - 44 years,Both sexes,Immigrants: All origins,26.9
1326,2011,25 - 44 years,Male,Net migration,-4.4
1327,2011,25 - 44 years,Male,Emigrants: All destinations,17.9
1328,2011,25 - 44 years,Male,Immigrants: All origins,13.6
1329,2011,25 - 44 years,Female,Net migration,0.0
1330,2011,25 - 44 years,Female,Emigrants: All destinations,13.3
1331,2011,25 - 44 years,Female,Immigrants: All origins,13.3
1332,2011,45 - 64 years,Both sexes,Net migration,-1.8
1333,2011,45 - 64 years,Both sexes,Emigrants: All destinations,6.1
1334,2011,45 - 64 years,Both sexes,Immigrants: All origins,4.3
1335,2011,45 - 64 years,Male,Net migration,-0.9
1336,2011,45 - 64 years,Male,Emigrants: All destinations,3.1
1337,2011,45 - 64 years,Male,Immigrants: All origins,2.2
1338,2011,45 - 64 years,Female,Net migration,-1.0
1339,2011,45 - 64 years,Female,Emigrants: All destinations,3.1
1340,2011,45 - 64 years,Female,Immigrants: All origins,2.1
1341,2011,65 years and over,Both sexes,Net migration,-2.1
1342,2011,65 years and over,Both sexes,Emigrants: All destinations,3.4
1343,2011,65 years and over,Both sexes,Immigrants: All origins,1.3
1344,2011,65 years and over,Male,Net migration,-1.8
1345,2011,65 years and over,Male,Emigrants: All destinations,2.4
1346,2011,65 years and over,Male,Immigrants: All origins,0.7
1347,2011,65 years and over,Female,Net migration,-0.3
1348,2011,65 years and over,Female,Emigrants: All destinations,1.0
1349,2011,65 years and over,Female,Immigrants: All origins,0.7
1350,2012,All ages,Both sexes,Net migration,-25.7
1351,2012,All ages,Both sexes,Emigrants: All destinations,83.0
1352,2012,All ages,Both sexes,Immigrants: All origins,57.3
1353,2012,All ages,Male,Net migration,-18.4
1354,2012,All ages,Male,Emigrants: All destinations,45.9
1355,2012,All ages,Male,Immigrants: All origins,27.5
1356,2012,All ages,Female,Net migration,-7.3
1357,2012,All ages,Female,Emigrants: All destinations,37.1
1358,2012,All ages,Female,Immigrants: All origins,29.7
1359,2012,0 - 14 years,Both sexes,Net migration,-2.9
1360,2012,0 - 14 years,Both sexes,Emigrants: All destinations,9.5
1361,2012,0 - 14 years,Both sexes,Immigrants: All origins,6.6
1362,2012,0 - 14 years,Male,Net migration,-1.8
1363,2012,0 - 14 years,Male,Emigrants: All destinations,4.6
1364,2012,0 - 14 years,Male,Immigrants: All origins,2.8
1365,2012,0 - 14 years,Female,Net migration,-1.1
1366,2012,0 - 14 years,Female,Emigrants: All destinations,5.0
1367,2012,0 - 14 years,Female,Immigrants: All origins,3.9
1368,2012,15 - 24 years,Both sexes,Net migration,-9.1
1369,2012,15 - 24 years,Both sexes,Emigrants: All destinations,26.0
1370,2012,15 - 24 years,Both sexes,Immigrants: All origins,16.9
1371,2012,15 - 24 years,Male,Net migration,-6.0
1372,2012,15 - 24 years,Male,Emigrants: All destinations,13.6
1373,2012,15 - 24 years,Male,Immigrants: All origins,7.6
1374,2012,15 - 24 years,Female,Net migration,-3.1
1375,2012,15 - 24 years,Female,Emigrants: All destinations,12.4
1376,2012,15 - 24 years,Female,Immigrants: All origins,9.3
1377,2012,25 - 44 years,Both sexes,Net migration,-12.1
1378,2012,25 - 44 years,Both sexes,Emigrants: All destinations,38.5
1379,2012,25 - 44 years,Both sexes,Immigrants: All origins,26.4
1380,2012,25 - 44 years,Male,Net migration,-9.3
1381,2012,25 - 44 years,Male,Emigrants: All destinations,22.7
1382,2012,25 - 44 years,Male,Immigrants: All origins,13.4
1383,2012,25 - 44 years,Female,Net migration,-2.9
1384,2012,25 - 44 years,Female,Emigrants: All destinations,15.8
1385,2012,25 - 44 years,Female,Immigrants: All origins,13.0
1386,2012,45 - 64 years,Both sexes,Net migration,-2.3
1387,2012,45 - 64 years,Both sexes,Emigrants: All destinations,6.8
1388,2012,45 - 64 years,Both sexes,Immigrants: All origins,4.5
1389,2012,45 - 64 years,Male,Net migration,-2.0
1390,2012,45 - 64 years,Male,Emigrants: All destinations,4.1
1391,2012,45 - 64 years,Male,Immigrants: All origins,2.1
1392,2012,45 - 64 years,Female,Net migration,-0.3
1393,2012,45 - 64 years,Female,Emigrants: All destinations,2.7
1394,2012,45 - 64 years,Female,Immigrants: All origins,2.4
1395,2012,65 years and over,Both sexes,Net migration,0.7
1396,2012,65 years and over,Both sexes,Emigrants: All destinations,2.1
1397,2012,65 years and over,Both sexes,Immigrants: All origins,2.9
1398,2012,65 years and over,Male,Net migration,0.7
1399,2012,65 years and over,Male,Emigrants: All destinations,0.9
1400,2012,65 years and over,Male,Immigrants: All origins,1.6
1401,2012,65 years and over,Female,Net migration,0.1
1402,2012,65 years and over,Female,Emigrants: All destinations,1.2
1403,2012,65 years and over,Female,Immigrants: All origins,1.2
1404,2013,All ages,Both sexes,Net migration,-18.7
1405,2013,All ages,Both sexes,Emigrants: All destinations,81.3
1406,2013,All ages,Both sexes,Immigrants: All origins,62.7
1407,2013,All ages,Male,Net migration,-9.3
1408,2013,All ages,Male,Emigrants: All destinations,41.6
1409,2013,All ages,Male,Immigrants: All origins,32.3
1410,2013,All ages,Female,Net migration,-9.3
1411,2013,All ages,Female,Emigrants: All destinations,39.7
1412,2013,All ages,Female,Immigrants: All origins,30.4
1413,2013,0 - 14 years,Both sexes,Net migration,-3.5
1414,2013,0 - 14 years,Both sexes,Emigrants: All destinations,11.1
1415,2013,0 - 14 years,Both sexes,Immigrants: All origins,7.6
1416,2013,0 - 14 years,Male,Net migration,-2.4
1417,2013,0 - 14 years,Male,Emigrants: All destinations,5.8
1418,2013,0 - 14 years,Male,Immigrants: All origins,3.5
1419,2013,0 - 14 years,Female,Net migration,-1.1
1420,2013,0 - 14 years,Female,Emigrants: All destinations,5.2
1421,2013,0 - 14 years,Female,Immigrants: All origins,4.1
1422,2013,15 - 24 years,Both sexes,Net migration,-3.9
1423,2013,15 - 24 years,Both sexes,Emigrants: All destinations,23.9
1424,2013,15 - 24 years,Both sexes,Immigrants: All origins,20.0
1425,2013,15 - 24 years,Male,Net migration,-1.6
1426,2013,15 - 24 years,Male,Emigrants: All destinations,12.0
1427,2013,15 - 24 years,Male,Immigrants: All origins,10.3
1428,2013,15 - 24 years,Female,Net migration,-2.2
1429,2013,15 - 24 years,Female,Emigrants: All destinations,11.9
1430,2013,15 - 24 years,Female,Immigrants: All origins,9.7
1431,2013,25 - 44 years,Both sexes,Net migration,-9.4
1432,2013,25 - 44 years,Both sexes,Emigrants: All destinations,37.1
1433,2013,25 - 44 years,Both sexes,Immigrants: All origins,27.7
1434,2013,25 - 44 years,Male,Net migration,-4.6
1435,2013,25 - 44 years,Male,Emigrants: All destinations,19.2
1436,2013,25 - 44 years,Male,Immigrants: All origins,14.6
1437,2013,25 - 44 years,Female,Net migration,-4.8
1438,2013,25 - 44 years,Female,Emigrants: All destinations,17.9
1439,2013,25 - 44 years,Female,Immigrants: All origins,13.1
1440,2013,45 - 64 years,Both sexes,Net migration,-3.2
1441,2013,45 - 64 years,Both sexes,Emigrants: All destinations,7.6
1442,2013,45 - 64 years,Both sexes,Immigrants: All origins,4.4
1443,2013,45 - 64 years,Male,Net migration,-1.4
1444,2013,45 - 64 years,Male,Emigrants: All destinations,3.8
1445,2013,45 - 64 years,Male,Immigrants: All origins,2.4
1446,2013,45 - 64 years,Female,Net migration,-1.8
1447,2013,45 - 64 years,Female,Emigrants: All destinations,3.8
1448,2013,45 - 64 years,Female,Immigrants: All origins,2.0
1449,2013,65 years and over,Both sexes,Net migration,1.3
1450,2013,65 years and over,Both sexes,Emigrants: All destinations,1.7
1451,2013,65 years and over,Both sexes,Immigrants: All origins,3.0
1452,2013,65 years and over,Male,Net migration,0.7
1453,2013,65 years and over,Male,Emigrants: All destinations,0.8
1454,2013,65 years and over,Male,Immigrants: All origins,1.5
1455,2013,65 years and over,Female,Net migration,0.6
1456,2013,65 years and over,Female,Emigrants: All destinations,0.9
1457,2013,65 years and over,Female,Immigrants: All origins,1.5
1458,2014,All ages,Both sexes,Net migration,-8.5
1459,2014,All ages,Both sexes,Emigrants: All destinations,75.0
1460,2014,All ages,Both sexes,Immigrants: All origins,66.5
1461,2014,All ages,Male,Net migration,-7.4
1462,2014,All ages,Male,Emigrants: All destinations,38.3
1463,2014,All ages,Male,Immigrants: All origins,30.9
1464,2014,All ages,Female,Net migration,-1.0
1465,2014,All ages,Female,Emigrants: All destinations,36.6
1466,2014,All ages,Female,Immigrants: All origins,35.6
1467,2014,0 - 14 years,Both sexes,Net migration,-3.6
1468,2014,0 - 14 years,Both sexes,Emigrants: All destinations,10.2
1469,2014,0 - 14 years,Both sexes,Immigrants: All origins,6.5
1470,2014,0 - 14 years,Male,Net migration,-1.9
1471,2014,0 - 14 years,Male,Emigrants: All destinations,4.5
1472,2014,0 - 14 years,Male,Immigrants: All origins,2.6
1473,2014,0 - 14 years,Female,Net migration,-1.8
1474,2014,0 - 14 years,Female,Emigrants: All destinations,5.7
1475,2014,0 - 14 years,Female,Immigrants: All origins,3.9
