,year,country,sex,endpoint,value
953,2000,United States,Female,Immigrants: All origins,2.7
954,2000,Canada,Both sexes,Net migration,
955,2000,Canada,Both sexes,Emigrants: All destinations,
956,2000,Canada,Both sexes,Immigrants: All origins,
957,2000,Canada,Male,Net migration,
958,2000,Canada,Male,Emigrants: All destinations,
959,2000,Canada,Male,Immigrants: All origins,
960,2000,Canada,Female,Net migration,
961,2000,Canada,Female,Emigrants: All destinations,
962,2000,Canada,Female,Immigrants: All origins,
963,2000,Australia,Both sexes,Net migration,
964,2000,Australia,Both sexes,Emigrants: All destinations,
965,2000,Australia,Both sexes,Immigrants: All origins,
966,2000,Australia,Male,Net migration,
967,2000,Australia,Male,Emigrants: All destinations,
968,2000,Australia,Male,Immigrants: All origins,
969,2000,Australia,Female,Net migration,
970,2000,Australia,Female,Emigrants: All destinations,
971,2000,Australia,Female,Immigrants: All origins,
972,2000,Other countries (23),Both sexes,Net migration,4.5
973,2000,Other countries (23),Both sexes,Emigrants: All destinations,10.0
974,2000,Other countries (23),Both sexes,Immigrants: All origins,14.5
975,2000,Other countries (23),Male,Net migration,2.9
976,2000,Other countries (23),Male,Emigrants: All destinations,5.2
977,2000,Other countries (23),Male,Immigrants: All origins,8.1
978,2000,Other countries (23),Female,Net migration,-1.6
979,2000,Other countries (23),Female,Emigrants: All destinations,4.8
980,2000,Other countries (23),Female,Immigrants: All origins,6.4
981,2000,All countries,Both sexes,Net migration,26.0
982,2000,All countries,Both sexes,Emigrants: All destinations,26.6
983,2000,All countries,Both sexes,Immigrants: All origins,52.6
984,2000,All countries,Male,Net migration,13.1
985,2000,All countries,Male,Emigrants: All destinations,13.1
986,2000,All countries,Male,Immigrants: All origins,26.2
987,2000,All countries,Female,Net migration,12.9
988,2000,All countries,Female,Emigrants: All destinations,13.5
989,2000,All countries,Female,Immigrants: All origins,26.4
990,2000,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,6.2
991,2000,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,5.5
992,2000,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,11.7
993,2000,EU14 excl Irl (UK & Ireland),Male,Net migration,2.5
994,2000,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,2.4
995,2000,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,4.9
996,2000,EU14 excl Irl (UK & Ireland),Female,Net migration,3.1
997,2000,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,3.1
998,2000,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,6.8
999,2000,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,
1000,2000,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,
1001,2000,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,
1002,2000,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,
1003,2000,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,
1004,2000,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,
1005,2000,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,
1006,2000,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,
1007,2000,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,
1008,2001,United Kingdom (1),Both sexes,Net migration,12.8
1009,2001,United Kingdom (1),Both sexes,Emigrants: All destinations,7.8
1010,2001,United Kingdom (1),Both sexes,Immigrants: All origins,20.6
1011,2001,United Kingdom (1),Male,Net migration,6.8
1012,2001,United Kingdom (1),Male,Emigrants: All destinations,3.4
1013,2001,United Kingdom (1),Male,Immigrants: All origins,10.2
1014,2001,United Kingdom (1),Female,Net migration,6.0
1015,2001,United Kingdom (1),Female,Emigrants: All destinations,4.4
1016,2001,United Kingdom (1),Female,Immigrants: All origins,10.4
1017,2001,United States,Both sexes,Net migration,3.3
1018,2001,United States,Both sexes,Emigrants: All destinations,3.4
1019,2001,United States,Both sexes,Immigrants: All origins,6.7
1020,2001,United States,Male,Net migration,0.7
1021,2001,United States,Male,Emigrants: All destinations,2.0
1022,2001,United States,Male,Immigrants: All origins,2.7
1023,2001,United States,Female,Net migration,2.5
1024,2001,United States,Female,Emigrants: All destinations,1.5
1025,2001,United States,Female,Immigrants: All origins,4.0
1026,2001,Canada,Both sexes,Net migration,
1027,2001,Canada,Both sexes,Emigrants: All destinations,
1028,2001,Canada,Both sexes,Immigrants: All origins,
1029,2001,Canada,Male,Net migration,
1030,2001,Canada,Male,Emigrants: All destinations,
1031,2001,Canada,Male,Immigrants: All origins,
1032,2001,Canada,Female,Net migration,
1033,2001,Canada,Female,Emigrants: All destinations,
1034,2001,Canada,Female,Immigrants: All origins,
1035,2001,Australia,Both sexes,Net migration,
1036,2001,Australia,Both sexes,Emigrants: All destinations,
1037,2001,Australia,Both sexes,Immigrants: All origins,
1038,2001,Australia,Male,Net migration,
1039,2001,Australia,Male,Emigrants: All destinations,
1040,2001,Australia,Male,Immigrants: All origins,
1041,2001,Australia,Female,Net migration,
1042,2001,Australia,Female,Emigrants: All destinations,
1043,2001,Australia,Female,Immigrants: All origins,
1044,2001,Other countries (23),Both sexes,Net migration,12.0
1045,2001,Other countries (23),Both sexes,Emigrants: All destinations,9.5
1046,2001,Other countries (23),Both sexes,Immigrants: All origins,21.5
1047,2001,Other countries (23),Male,Net migration,7.0
1048,2001,Other countries (23),Male,Emigrants: All destinations,5.2
1049,2001,Other countries (23),Male,Immigrants: All origins,12.2
1050,2001,Other countries (23),Female,Net migration,-5.0
1051,2001,Other countries (23),Female,Emigrants: All destinations,4.3
1052,2001,Other countries (23),Female,Immigrants: All origins,9.3
1053,2001,All countries,Both sexes,Net migration,32.8
1054,2001,All countries,Both sexes,Emigrants: All destinations,26.2
1055,2001,All countries,Both sexes,Immigrants: All origins,59.0
1056,2001,All countries,Male,Net migration,17.5
1057,2001,All countries,Male,Emigrants: All destinations,12.6
1058,2001,All countries,Male,Immigrants: All origins,30.1
1059,2001,All countries,Female,Net migration,15.3
1060,2001,All countries,Female,Emigrants: All destinations,13.6
1061,2001,All countries,Female,Immigrants: All origins,29.0
1062,2001,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,4.7
1063,2001,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,5.6
1064,2001,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,10.3
1065,2001,EU14 excl Irl (UK & Ireland),Male,Net migration,3.0
1066,2001,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,2.0
1067,2001,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,5.0
1068,2001,EU14 excl Irl (UK & Ireland),Female,Net migration,1.0
1069,2001,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,3.6
1070,2001,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,5.4
1071,2001,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,
1072,2001,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,
1073,2001,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,
1074,2001,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,
1075,2001,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,
1076,2001,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,
1077,2001,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,
1078,2001,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,
1079,2001,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,
1080,2002,United Kingdom (1),Both sexes,Net migration,11.7
1081,2002,United Kingdom (1),Both sexes,Emigrants: All destinations,7.4
1082,2002,United Kingdom (1),Both sexes,Immigrants: All origins,19.1
1083,2002,United Kingdom (1),Male,Net migration,5.8
1084,2002,United Kingdom (1),Male,Emigrants: All destinations,3.5
1085,2002,United Kingdom (1),Male,Immigrants: All origins,9.3
1086,2002,United Kingdom (1),Female,Net migration,5.9
1087,2002,United Kingdom (1),Female,Emigrants: All destinations,3.9
1088,2002,United Kingdom (1),Female,Immigrants: All origins,9.8
1089,2002,United States,Both sexes,Net migration,1.8
1090,2002,United States,Both sexes,Emigrants: All destinations,4.8
1091,2002,United States,Both sexes,Immigrants: All origins,6.6
1092,2002,United States,Male,Net migration,0.1
1093,2002,United States,Male,Emigrants: All destinations,2.8
1094,2002,United States,Male,Immigrants: All origins,2.9
1095,2002,United States,Female,Net migration,1.7
1096,2002,United States,Female,Emigrants: All destinations,2.0
1097,2002,United States,Female,Immigrants: All origins,3.7
1098,2002,Canada,Both sexes,Net migration,
1099,2002,Canada,Both sexes,Emigrants: All destinations,
1100,2002,Canada,Both sexes,Immigrants: All origins,
1101,2002,Canada,Male,Net migration,
1102,2002,Canada,Male,Emigrants: All destinations,
1103,2002,Canada,Male,Immigrants: All origins,
1104,2002,Canada,Female,Net migration,
1105,2002,Canada,Female,Emigrants: All destinations,
1106,2002,Canada,Female,Immigrants: All origins,
1107,2002,Australia,Both sexes,Net migration,
1108,2002,Australia,Both sexes,Emigrants: All destinations,
1109,2002,Australia,Both sexes,Immigrants: All origins,
1110,2002,Australia,Male,Net migration,
1111,2002,Australia,Male,Emigrants: All destinations,
1112,2002,Australia,Male,Immigrants: All origins,
1113,2002,Australia,Female,Net migration,
1114,2002,Australia,Female,Emigrants: All destinations,
1115,2002,Australia,Female,Immigrants: All origins,
1116,2002,Other countries (23),Both sexes,Net migration,21.4
1117,2002,Other countries (23),Both sexes,Emigrants: All destinations,8.5
1118,2002,Other countries (23),Both sexes,Immigrants: All origins,29.9
1119,2002,Other countries (23),Male,Net migration,10.2
1120,2002,Other countries (23),Male,Emigrants: All destinations,4.2
1121,2002,Other countries (23),Male,Immigrants: All origins,14.4
1122,2002,Other countries (23),Female,Net migration,11.2
1123,2002,Other countries (23),Female,Emigrants: All destinations,4.3
1124,2002,Other countries (23),Female,Immigrants: All origins,15.5
1125,2002,All countries,Both sexes,Net migration,41.3
1126,2002,All countries,Both sexes,Emigrants: All destinations,25.6
1127,2002,All countries,Both sexes,Immigrants: All origins,66.9
1128,2002,All countries,Male,Net migration,18.6
1129,2002,All countries,Male,Emigrants: All destinations,12.7
1130,2002,All countries,Male,Immigrants: All origins,31.3
1131,2002,All countries,Female,Net migration,22.7
1132,2002,All countries,Female,Emigrants: All destinations,12.9
1133,2002,All countries,Female,Immigrants: All origins,35.6
1134,2002,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,6.5
1135,2002,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,4.8
1136,2002,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,11.3
1137,2002,EU14 excl Irl (UK & Ireland),Male,Net migration,2.5
1138,2002,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,2.1
1139,2002,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,4.6
1140,2002,EU14 excl Irl (UK & Ireland),Female,Net migration,4.0
1141,2002,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,2.7
1142,2002,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,6.7
1143,2002,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,
1144,2002,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,
1145,2002,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,
1146,2002,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,
1147,2002,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,
1148,2002,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,
1149,2002,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,
1150,2002,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,
1151,2002,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,
1152,2003,United Kingdom (1),Both sexes,Net migration,7.2
1153,2003,United Kingdom (1),Both sexes,Emigrants: All destinations,8.6
1154,2003,United Kingdom (1),Both sexes,Immigrants: All origins,15.8
1155,2003,United Kingdom (1),Male,Net migration,3.9
1156,2003,United Kingdom (1),Male,Emigrants: All destinations,5.2
1157,2003,United Kingdom (1),Male,Immigrants: All origins,9.1
1158,2003,United Kingdom (1),Female,Net migration,3.2
1159,2003,United Kingdom (1),Female,Emigrants: All destinations,3.4
1160,2003,United Kingdom (1),Female,Immigrants: All origins,6.7
1161,2003,United States,Both sexes,Net migration,2.5
1162,2003,United States,Both sexes,Emigrants: All destinations,2.8
1163,2003,United States,Both sexes,Immigrants: All origins,5.3
1164,2003,United States,Male,Net migration,1.1
1165,2003,United States,Male,Emigrants: All destinations,1.7
1166,2003,United States,Male,Immigrants: All origins,2.8
1167,2003,United States,Female,Net migration,1.4
1168,2003,United States,Female,Emigrants: All destinations,1.1
1169,2003,United States,Female,Immigrants: All origins,2.5
1170,2003,Canada,Both sexes,Net migration,
1171,2003,Canada,Both sexes,Emigrants: All destinations,
1172,2003,Canada,Both sexes,Immigrants: All origins,
1173,2003,Canada,Male,Net migration,
1174,2003,Canada,Male,Emigrants: All destinations,
1175,2003,Canada,Male,Immigrants: All origins,
1176,2003,Canada,Female,Net migration,
1177,2003,Canada,Female,Emigrants: All destinations,
1178,2003,Canada,Female,Immigrants: All origins,
1179,2003,Australia,Both sexes,Net migration,
1180,2003,Australia,Both sexes,Emigrants: All destinations,
1181,2003,Australia,Both sexes,Immigrants: All origins,
1182,2003,Australia,Male,Net migration,
1183,2003,Australia,Male,Emigrants: All destinations,
1184,2003,Australia,Male,Immigrants: All origins,
1185,2003,Australia,Female,Net migration,
1186,2003,Australia,Female,Emigrants: All destinations,
1187,2003,Australia,Female,Immigrants: All origins,
1188,2003,Other countries (23),Both sexes,Net migration,15.8
1189,2003,Other countries (23),Both sexes,Emigrants: All destinations,11.4
1190,2003,Other countries (23),Both sexes,Immigrants: All origins,27.2
1191,2003,Other countries (23),Male,Net migration,6.3
1192,2003,Other countries (23),Male,Emigrants: All destinations,7.3
1193,2003,Other countries (23),Male,Immigrants: All origins,13.6
1194,2003,Other countries (23),Female,Net migration,9.5
1195,2003,Other countries (23),Female,Emigrants: All destinations,4.0
1196,2003,Other countries (23),Female,Immigrants: All origins,13.6
1197,2003,All countries,Both sexes,Net migration,30.7
1198,2003,All countries,Both sexes,Emigrants: All destinations,29.3
1199,2003,All countries,Both sexes,Immigrants: All origins,60.0
1200,2003,All countries,Male,Net migration,14.3
1201,2003,All countries,Male,Emigrants: All destinations,17.0
1202,2003,All countries,Male,Immigrants: All origins,31.4
1203,2003,All countries,Female,Net migration,16.3
1204,2003,All countries,Female,Emigrants: All destinations,12.3
1205,2003,All countries,Female,Immigrants: All origins,28.6
1206,2003,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,5.3
1207,2003,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,6.5
1208,2003,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,11.8
1209,2003,EU14 excl Irl (UK & Ireland),Male,Net migration,3.2
1210,2003,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,2.8
1211,2003,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,6.0
1212,2003,EU14 excl Irl (UK & Ireland),Female,Net migration,2.1
1213,2003,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,3.7
1214,2003,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,5.8
1215,2003,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,
1216,2003,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,
1217,2003,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,
1218,2003,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,
1219,2003,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,
1220,2003,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,
1221,2003,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,
1222,2003,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,
1223,2003,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,
1224,2004,United Kingdom (1),Both sexes,Net migration,7.5
1225,2004,United Kingdom (1),Both sexes,Emigrants: All destinations,7.1
1226,2004,United Kingdom (1),Both sexes,Immigrants: All origins,14.6
1227,2004,United Kingdom (1),Male,Net migration,4.8
1228,2004,United Kingdom (1),Male,Emigrants: All destinations,2.9
1229,2004,United Kingdom (1),Male,Immigrants: All origins,7.7
1230,2004,United Kingdom (1),Female,Net migration,2.7
1231,2004,United Kingdom (1),Female,Emigrants: All destinations,4.2
1232,2004,United Kingdom (1),Female,Immigrants: All origins,6.9
1233,2004,United States,Both sexes,Net migration,1.4
1234,2004,United States,Both sexes,Emigrants: All destinations,3.9
1235,2004,United States,Both sexes,Immigrants: All origins,5.3
1236,2004,United States,Male,Net migration,0.7
1237,2004,United States,Male,Emigrants: All destinations,2.1
1238,2004,United States,Male,Immigrants: All origins,2.9
1239,2004,United States,Female,Net migration,0.7
1240,2004,United States,Female,Emigrants: All destinations,1.8
1241,2004,United States,Female,Immigrants: All origins,2.5
1242,2004,Canada,Both sexes,Net migration,
1243,2004,Canada,Both sexes,Emigrants: All destinations,
1244,2004,Canada,Both sexes,Immigrants: All origins,
1245,2004,Canada,Male,Net migration,
1246,2004,Canada,Male,Emigrants: All destinations,
1247,2004,Canada,Male,Immigrants: All origins,
1248,2004,Canada,Female,Net migration,
1249,2004,Canada,Female,Emigrants: All destinations,
1250,2004,Canada,Female,Immigrants: All origins,
1251,2004,Australia,Both sexes,Net migration,
1252,2004,Australia,Both sexes,Emigrants: All destinations,
1253,2004,Australia,Both sexes,Immigrants: All origins,
1254,2004,Australia,Male,Net migration,
1255,2004,Australia,Male,Emigrants: All destinations,
1256,2004,Australia,Male,Immigrants: All origins,
1257,2004,Australia,Female,Net migration,
1258,2004,Australia,Female,Emigrants: All destinations,
1259,2004,Australia,Female,Immigrants: All origins,
1260,2004,Other countries (23),Both sexes,Net migration,12.9
1261,2004,Other countries (23),Both sexes,Emigrants: All destinations,10.5
1262,2004,Other countries (23),Both sexes,Immigrants: All origins,23.3
1263,2004,Other countries (23),Male,Net migration,7.1
1264,2004,Other countries (23),Male,Emigrants: All destinations,5.3
1265,2004,Other countries (23),Male,Immigrants: All origins,12.4
1266,2004,Other countries (23),Female,Net migration,5.7
1267,2004,Other countries (23),Female,Emigrants: All destinations,5.2
1268,2004,Other countries (23),Female,Immigrants: All origins,10.9
1269,2004,All countries,Both sexes,Net migration,32.0
1270,2004,All countries,Both sexes,Emigrants: All destinations,26.5
1271,2004,All countries,Both sexes,Immigrants: All origins,58.5
1272,2004,All countries,Male,Net migration,18.0
1273,2004,All countries,Male,Emigrants: All destinations,12.5
1274,2004,All countries,Male,Immigrants: All origins,30.5
1275,2004,All countries,Female,Net migration,14.0
1276,2004,All countries,Female,Emigrants: All destinations,14.0
1277,2004,All countries,Female,Immigrants: All origins,28.0
1278,2004,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,10.2
1279,2004,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,5.0
1280,2004,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,15.2
1281,2004,EU14 excl Irl (UK & Ireland),Male,Net migration,5.4
1282,2004,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,2.2
1283,2004,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,7.6
1284,2004,EU14 excl Irl (UK & Ireland),Female,Net migration,4.8
1285,2004,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,2.8
1286,2004,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,7.6
1287,2004,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,
1288,2004,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,
1289,2004,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,
1290,2004,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,
1291,2004,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,
1292,2004,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,
1293,2004,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,
1294,2004,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,
1295,2004,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,
1296,2005,United Kingdom (1),Both sexes,Net migration,7.7
1297,2005,United Kingdom (1),Both sexes,Emigrants: All destinations,7.9
1298,2005,United Kingdom (1),Both sexes,Immigrants: All origins,15.6
1299,2005,United Kingdom (1),Male,Net migration,4.5
1300,2005,United Kingdom (1),Male,Emigrants: All destinations,3.9
1301,2005,United Kingdom (1),Male,Immigrants: All origins,8.4
1302,2005,United Kingdom (1),Female,Net migration,3.2
1303,2005,United Kingdom (1),Female,Emigrants: All destinations,3.9
1304,2005,United Kingdom (1),Female,Immigrants: All origins,7.2
1305,2005,United States,Both sexes,Net migration,1.5
1306,2005,United States,Both sexes,Emigrants: All destinations,3.3
1307,2005,United States,Both sexes,Immigrants: All origins,4.8
1308,2005,United States,Male,Net migration,0.0
1309,2005,United States,Male,Emigrants: All destinations,1.6
1310,2005,United States,Male,Immigrants: All origins,1.6
1311,2005,United States,Female,Net migration,1.5
1312,2005,United States,Female,Emigrants: All destinations,1.6
1313,2005,United States,Female,Immigrants: All origins,3.1
1314,2005,Canada,Both sexes,Net migration,
1315,2005,Canada,Both sexes,Emigrants: All destinations,
1316,2005,Canada,Both sexes,Immigrants: All origins,
1317,2005,Canada,Male,Net migration,
1318,2005,Canada,Male,Emigrants: All destinations,
1319,2005,Canada,Male,Immigrants: All origins,
1320,2005,Canada,Female,Net migration,
1321,2005,Canada,Female,Emigrants: All destinations,
1322,2005,Canada,Female,Immigrants: All origins,
1323,2005,Australia,Both sexes,Net migration,
1324,2005,Australia,Both sexes,Emigrants: All destinations,
1325,2005,Australia,Both sexes,Immigrants: All origins,
1326,2005,Australia,Male,Net migration,
1327,2005,Australia,Male,Emigrants: All destinations,
1328,2005,Australia,Male,Immigrants: All origins,
1329,2005,Australia,Female,Net migration,
1330,2005,Australia,Female,Emigrants: All destinations,
1331,2005,Australia,Female,Immigrants: All origins,
1332,2005,Other countries (23),Both sexes,Net migration,6.7
1333,2005,Other countries (23),Both sexes,Emigrants: All destinations,12.7
1334,2005,Other countries (23),Both sexes,Immigrants: All origins,19.4
1335,2005,Other countries (23),Male,Net migration,3.1
1336,2005,Other countries (23),Male,Emigrants: All destinations,6.8
1337,2005,Other countries (23),Male,Immigrants: All origins,9.9
1338,2005,Other countries (23),Female,Net migration,3.7
1339,2005,Other countries (23),Female,Emigrants: All destinations,5.8
1340,2005,Other countries (23),Female,Immigrants: All origins,9.5
1341,2005,All countries,Both sexes,Net migration,55.1
1342,2005,All countries,Both sexes,Emigrants: All destinations,29.4
1343,2005,All countries,Both sexes,Immigrants: All origins,84.6
1344,2005,All countries,Male,Net migration,32.6
1345,2005,All countries,Male,Emigrants: All destinations,14.9
1346,2005,All countries,Male,Immigrants: All origins,47.5
1347,2005,All countries,Female,Net migration,22.5
1348,2005,All countries,Female,Emigrants: All destinations,14.6
1349,2005,All countries,Female,Immigrants: All origins,37.1
1350,2005,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,6.2
1351,2005,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,4.9
1352,2005,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,11.1
1353,2005,EU14 excl Irl (UK & Ireland),Male,Net migration,2.8
1354,2005,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,2.1
1355,2005,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,4.9
1356,2005,EU14 excl Irl (UK & Ireland),Female,Net migration,3.4
1357,2005,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,2.8
1358,2005,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,6.2
1359,2005,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,32.9
1360,2005,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,0.8
1361,2005,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,33.7
1362,2005,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,22.2
1363,2005,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,0.4
1364,2005,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,22.6
1365,2005,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,10.7
1366,2005,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,0.4
1367,2005,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,11.1
1368,2006,United Kingdom (1),Both sexes,Net migration,8.9
1369,2006,United Kingdom (1),Both sexes,Emigrants: All destinations,8.8
1370,2006,United Kingdom (1),Both sexes,Immigrants: All origins,17.7
1371,2006,United Kingdom (1),Male,Net migration,5.2
1372,2006,United Kingdom (1),Male,Emigrants: All destinations,4.5
1373,2006,United Kingdom (1),Male,Immigrants: All origins,9.7
1374,2006,United Kingdom (1),Female,Net migration,3.6
1375,2006,United Kingdom (1),Female,Emigrants: All destinations,4.4
1376,2006,United Kingdom (1),Female,Immigrants: All origins,8.0
1377,2006,United States,Both sexes,Net migration,0.7
1378,2006,United States,Both sexes,Emigrants: All destinations,3.3
1379,2006,United States,Both sexes,Immigrants: All origins,4.0
1380,2006,United States,Male,Net migration,0.1
1381,2006,United States,Male,Emigrants: All destinations,1.6
1382,2006,United States,Male,Immigrants: All origins,1.7
1383,2006,United States,Female,Net migration,0.6
1384,2006,United States,Female,Emigrants: All destinations,1.7
1385,2006,United States,Female,Immigrants: All origins,2.3
1386,2006,Canada,Both sexes,Net migration,
1387,2006,Canada,Both sexes,Emigrants: All destinations,
1388,2006,Canada,Both sexes,Immigrants: All origins,
1389,2006,Canada,Male,Net migration,
1390,2006,Canada,Male,Emigrants: All destinations,
1391,2006,Canada,Male,Immigrants: All origins,
1392,2006,Canada,Female,Net migration,
1393,2006,Canada,Female,Emigrants: All destinations,
1394,2006,Canada,Female,Immigrants: All origins,
1395,2006,Australia,Both sexes,Net migration,
1396,2006,Australia,Both sexes,Emigrants: All destinations,
1397,2006,Australia,Both sexes,Immigrants: All origins,
1398,2006,Australia,Male,Net migration,
1399,2006,Australia,Male,Emigrants: All destinations,
1400,2006,Australia,Male,Immigrants: All origins,
1401,2006,Australia,Female,Net migration,
1402,2006,Australia,Female,Emigrants: All destinations,
1403,2006,Australia,Female,Immigrants: All origins,
1404,2006,Other countries (23),Both sexes,Net migration,7.5
1405,2006,Other countries (23),Both sexes,Emigrants: All destinations,15.8
1406,2006,Other countries (23),Both sexes,Immigrants: All origins,23.3
1407,2006,Other countries (23),Male,Net migration,2.3
1408,2006,Other countries (23),Male,Emigrants: All destinations,9.3
1409,2006,Other countries (23),Male,Immigrants: All origins,11.6
1410,2006,Other countries (23),Female,Net migration,5.2
1411,2006,Other countries (23),Female,Emigrants: All destinations,6.6
1412,2006,Other countries (23),Female,Immigrants: All origins,11.8
1413,2006,All countries,Both sexes,Net migration,71.8
1414,2006,All countries,Both sexes,Emigrants: All destinations,36.0
1415,2006,All countries,Both sexes,Immigrants: All origins,107.8
1416,2006,All countries,Male,Net migration,41.6
1417,2006,All countries,Male,Emigrants: All destinations,18.7
1418,2006,All countries,Male,Immigrants: All origins,60.3
1419,2006,All countries,Female,Net migration,30.2
