year,age_group,gender,Inward or Outward Flow,kvalue
2007,All ages,Both sexes,Emigrants: All destinations,46.3
2007,All ages,Both sexes,Immigrants: All origins,151.1
2007,All ages,Male,Net migration,54.3
2007,All ages,Male,Emigrants: All destinations,25.7
2007,All ages,Male,Immigrants: All origins,80.0
2007,All ages,Female,Net migration,50.4
2007,All ages,Female,Emigrants: All destinations,20.6
2007,All ages,Female,Immigrants: All origins,71.1
2007,0 - 14 years,Both sexes,Net migration,10.0
2007,0 - 14 years,Both sexes,Emigrants: All destinations,1.4
2007,0 - 14 years,Both sexes,Immigrants: All origins,11.4
2007,0 - 14 years,Male,Net migration,4.8
2007,0 - 14 years,Male,Emigrants: All destinations,0.6
2007,0 - 14 years,Male,Immigrants: All origins,5.3
2007,0 - 14 years,Female,Net migration,5.3
2007,0 - 14 years,Female,Emigrants: All destinations,0.8
2007,0 - 14 years,Female,Immigrants: All origins,6.1
2007,15 - 24 years,Both sexes,Net migration,43.1
2007,15 - 24 years,Both sexes,Emigrants: All destinations,18.2
2007,15 - 24 years,Both sexes,Immigrants: All origins,61.4
2007,15 - 24 years,Male,Net migration,20.0
2007,15 - 24 years,Male,Emigrants: All destinations,8.9
2007,15 - 24 years,Male,Immigrants: All origins,28.9
2007,15 - 24 years,Female,Net migration,23.1
2007,15 - 24 years,Female,Emigrants: All destinations,9.3
2007,15 - 24 years,Female,Immigrants: All origins,32.5
2007,25 - 44 years,Both sexes,Net migration,44.6
2007,25 - 44 years,Both sexes,Emigrants: All destinations,21.2
2007,25 - 44 years,Both sexes,Immigrants: All origins,65.8
2007,25 - 44 years,Male,Net migration,25.3
2007,25 - 44 years,Male,Emigrants: All destinations,12.8
2007,25 - 44 years,Male,Immigrants: All origins,38.1
2007,25 - 44 years,Female,Net migration,19.3
2007,25 - 44 years,Female,Emigrants: All destinations,8.4
2007,25 - 44 years,Female,Immigrants: All origins,27.7
2007,45 - 64 years,Both sexes,Net migration,7.1
2007,45 - 64 years,Both sexes,Emigrants: All destinations,3.0
2007,45 - 64 years,Both sexes,Immigrants: All origins,10.1
2007,45 - 64 years,Male,Net migration,4.0
2007,45 - 64 years,Male,Emigrants: All destinations,2.0
2007,45 - 64 years,Male,Immigrants: All origins,6.0
2007,45 - 64 years,Female,Net migration,3.1
2007,45 - 64 years,Female,Emigrants: All destinations,1.1
2007,45 - 64 years,Female,Immigrants: All origins,4.1
2007,65 years and over,Both sexes,Net migration,-0.1
2007,65 years and over,Both sexes,Emigrants: All destinations,2.5
2007,65 years and over,Both sexes,Immigrants: All origins,2.4
2007,65 years and over,Male,Net migration,0.2
2007,65 years and over,Male,Emigrants: All destinations,1.5
2007,65 years and over,Male,Immigrants: All origins,1.7
2007,65 years and over,Female,Net migration,-0.3
2007,65 years and over,Female,Emigrants: All destinations,1.0
2007,65 years and over,Female,Immigrants: All origins,0.7
2008,All ages,Both sexes,Net migration,64.3
2008,All ages,Both sexes,Emigrants: All destinations,49.2
2008,All ages,Both sexes,Immigrants: All origins,113.5
2008,All ages,Male,Net migration,24.4
2008,All ages,Male,Emigrants: All destinations,29.6
2008,All ages,Male,Immigrants: All origins,53.9
2008,All ages,Female,Net migration,39.9
2008,All ages,Female,Emigrants: All destinations,19.6
2008,All ages,Female,Immigrants: All origins,59.5
2008,0 - 14 years,Both sexes,Net migration,12.3
2008,0 - 14 years,Both sexes,Emigrants: All destinations,1.6
2008,0 - 14 years,Both sexes,Immigrants: All origins,13.9
2008,0 - 14 years,Male,Net migration,5.8
2008,0 - 14 years,Male,Emigrants: All destinations,0.8
2008,0 - 14 years,Male,Immigrants: All origins,6.6
2008,0 - 14 years,Female,Net migration,6.5
2008,0 - 14 years,Female,Emigrants: All destinations,0.8
2008,0 - 14 years,Female,Immigrants: All origins,7.3
2008,15 - 24 years,Both sexes,Net migration,32.3
2008,15 - 24 years,Both sexes,Emigrants: All destinations,17.8
2008,15 - 24 years,Both sexes,Immigrants: All origins,50.0
2008,15 - 24 years,Male,Net migration,13.7
2008,15 - 24 years,Male,Emigrants: All destinations,9.7
2008,15 - 24 years,Male,Immigrants: All origins,23.3
2008,15 - 24 years,Female,Net migration,18.6
2008,15 - 24 years,Female,Emigrants: All destinations,8.1
2008,15 - 24 years,Female,Immigrants: All origins,26.7
2008,25 - 44 years,Both sexes,Net migration,14.8
2008,25 - 44 years,Both sexes,Emigrants: All destinations,24.0
2008,25 - 44 years,Both sexes,Immigrants: All origins,38.8
2008,25 - 44 years,Male,Net migration,3.1
2008,25 - 44 years,Male,Emigrants: All destinations,14.9
2008,25 - 44 years,Male,Immigrants: All origins,18.0
2008,25 - 44 years,Female,Net migration,11.7
2008,25 - 44 years,Female,Emigrants: All destinations,9.1
2008,25 - 44 years,Female,Immigrants: All origins,20.7
2008,45 - 64 years,Both sexes,Net migration,4.3
2008,45 - 64 years,Both sexes,Emigrants: All destinations,2.9
2008,45 - 64 years,Both sexes,Immigrants: All origins,7.2
2008,45 - 64 years,Male,Net migration,2.0
2008,45 - 64 years,Male,Emigrants: All destinations,2.2
2008,45 - 64 years,Male,Immigrants: All origins,4.2
2008,45 - 64 years,Female,Net migration,2.4
2008,45 - 64 years,Female,Emigrants: All destinations,0.6
2008,45 - 64 years,Female,Immigrants: All origins,3.0
2008,65 years and over,Both sexes,Net migration,0.6
2008,65 years and over,Both sexes,Emigrants: All destinations,3.0
2008,65 years and over,Both sexes,Immigrants: All origins,3.6
2008,65 years and over,Male,Net migration,-0.2
2008,65 years and over,Male,Emigrants: All destinations,2.0
2008,65 years and over,Male,Immigrants: All origins,1.7
2008,65 years and over,Female,Net migration,0.8
2008,65 years and over,Female,Emigrants: All destinations,1.0
2008,65 years and over,Female,Immigrants: All origins,1.8
2009,All ages,Both sexes,Net migration,1.6
2009,All ages,Both sexes,Emigrants: All destinations,72.0
2009,All ages,Both sexes,Immigrants: All origins,73.7
2009,All ages,Male,Net migration,-5.1
2009,All ages,Male,Emigrants: All destinations,41.9
2009,All ages,Male,Immigrants: All origins,36.8
2009,All ages,Female,Net migration,6.7
2009,All ages,Female,Emigrants: All destinations,30.1
2009,All ages,Female,Immigrants: All origins,36.8
2009,0 - 14 years,Both sexes,Net migration,2.1
2009,0 - 14 years,Both sexes,Emigrants: All destinations,2.4
2009,0 - 14 years,Both sexes,Immigrants: All origins,4.5
2009,0 - 14 years,Male,Net migration,1.1
2009,0 - 14 years,Male,Emigrants: All destinations,1.1
2009,0 - 14 years,Male,Immigrants: All origins,2.2
2009,0 - 14 years,Female,Net migration,1.0
2009,0 - 14 years,Female,Emigrants: All destinations,1.3
2009,0 - 14 years,Female,Immigrants: All origins,2.3
2009,15 - 24 years,Both sexes,Net migration,9.3
2009,15 - 24 years,Both sexes,Emigrants: All destinations,27.9
2009,15 - 24 years,Both sexes,Immigrants: All origins,37.2
2009,15 - 24 years,Male,Net migration,1.4
2009,15 - 24 years,Male,Emigrants: All destinations,17.1
2009,15 - 24 years,Male,Immigrants: All origins,18.6
2009,15 - 24 years,Female,Net migration,7.8
2009,15 - 24 years,Female,Emigrants: All destinations,10.8
2009,15 - 24 years,Female,Immigrants: All origins,18.6
2009,25 - 44 years,Both sexes,Net migration,-11.1
2009,25 - 44 years,Both sexes,Emigrants: All destinations,37.5
2009,25 - 44 years,Both sexes,Immigrants: All origins,26.4
2009,25 - 44 years,Male,Net migration,-9.0
2009,25 - 44 years,Male,Emigrants: All destinations,22.0
2009,25 - 44 years,Male,Immigrants: All origins,13.0
2009,25 - 44 years,Female,Net migration,-2.1
2009,25 - 44 years,Female,Emigrants: All destinations,15.5
2009,25 - 44 years,Female,Immigrants: All origins,13.4
2009,45 - 64 years,Both sexes,Net migration,0.3
2009,45 - 64 years,Both sexes,Emigrants: All destinations,3.1
2009,45 - 64 years,Both sexes,Immigrants: All origins,3.3
2009,45 - 64 years,Male,Net migration,0.4
2009,45 - 64 years,Male,Emigrants: All destinations,1.2
2009,45 - 64 years,Male,Immigrants: All origins,1.6
2009,45 - 64 years,Female,Net migration,-0.1
2009,45 - 64 years,Female,Emigrants: All destinations,1.8
2009,45 - 64 years,Female,Immigrants: All origins,1.7
2009,65 years and over,Both sexes,Net migration,1.0
2009,65 years and over,Both sexes,Emigrants: All destinations,1.2
2009,65 years and over,Both sexes,Immigrants: All origins,2.3
2009,65 years and over,Male,Net migration,1.0
2009,65 years and over,Male,Emigrants: All destinations,0.4
2009,65 years and over,Male,Immigrants: All origins,1.4
2009,65 years and over,Female,Net migration,0.1
2009,65 years and over,Female,Emigrants: All destinations,0.8
2009,65 years and over,Female,Immigrants: All origins,0.9
2010,All ages,Both sexes,Net migration,-27.5
2010,All ages,Both sexes,Emigrants: All destinations,69.2
2010,All ages,Both sexes,Immigrants: All origins,41.8
2010,All ages,Male,Net migration,-20.2
2010,All ages,Male,Emigrants: All destinations,40.6
2010,All ages,Male,Immigrants: All origins,20.4
2010,All ages,Female,Net migration,-7.2
2010,All ages,Female,Emigrants: All destinations,28.7
2010,All ages,Female,Immigrants: All origins,21.4
2010,0 - 14 years,Both sexes,Net migration,-0.2
2010,0 - 14 years,Both sexes,Emigrants: All destinations,2.0
2010,0 - 14 years,Both sexes,Immigrants: All origins,1.8
2010,0 - 14 years,Male,Net migration,0.4
2010,0 - 14 years,Male,Emigrants: All destinations,1.0
2010,0 - 14 years,Male,Immigrants: All origins,1.4
2010,0 - 14 years,Female,Net migration,-0.6
2010,0 - 14 years,Female,Emigrants: All destinations,1.1
2010,0 - 14 years,Female,Immigrants: All origins,0.5
2010,15 - 24 years,Both sexes,Net migration,-9.4
2010,15 - 24 years,Both sexes,Emigrants: All destinations,26.7
2010,15 - 24 years,Both sexes,Immigrants: All origins,17.3
2010,15 - 24 years,Male,Net migration,-6.1
2010,15 - 24 years,Male,Emigrants: All destinations,13.7
2010,15 - 24 years,Male,Immigrants: All origins,7.6
2010,15 - 24 years,Female,Net migration,-3.3
2010,15 - 24 years,Female,Emigrants: All destinations,13.0
2010,15 - 24 years,Female,Immigrants: All origins,9.7
2010,25 - 44 years,Both sexes,Net migration,-17.7
2010,25 - 44 years,Both sexes,Emigrants: All destinations,36.5
2010,25 - 44 years,Both sexes,Immigrants: All origins,18.8
2010,25 - 44 years,Male,Net migration,-13.1
2010,25 - 44 years,Male,Emigrants: All destinations,23.0
2010,25 - 44 years,Male,Immigrants: All origins,9.9
2010,25 - 44 years,Female,Net migration,-4.6
2010,25 - 44 years,Female,Emigrants: All destinations,13.5
2010,25 - 44 years,Female,Immigrants: All origins,8.8
2010,45 - 64 years,Both sexes,Net migration,-0.9
2010,45 - 64 years,Both sexes,Emigrants: All destinations,2.9
2010,45 - 64 years,Both sexes,Immigrants: All origins,2.0
2010,45 - 64 years,Male,Net migration,-1.7
2010,45 - 64 years,Male,Emigrants: All destinations,2.4
2010,45 - 64 years,Male,Immigrants: All origins,0.8
2010,45 - 64 years,Female,Net migration,0.8
2010,45 - 64 years,Female,Emigrants: All destinations,0.5
2010,45 - 64 years,Female,Immigrants: All origins,1.3
2010,65 years and over,Both sexes,Net migration,0.8
2010,65 years and over,Both sexes,Emigrants: All destinations,1.1
2010,65 years and over,Both sexes,Immigrants: All origins,1.9
2010,65 years and over,Male,Net migration,0.3
2010,65 years and over,Male,Emigrants: All destinations,0.5
2010,65 years and over,Male,Immigrants: All origins,0.7
2010,65 years and over,Female,Net migration,0.5
2010,65 years and over,Female,Emigrants: All destinations,0.6
2010,65 years and over,Female,Immigrants: All origins,1.1
2011,All ages,Both sexes,Net migration,-27.4
2011,All ages,Both sexes,Emigrants: All destinations,80.6
2011,All ages,Both sexes,Immigrants: All origins,53.3
2011,All ages,Male,Net migration,-15.8
2011,All ages,Male,Emigrants: All destinations,41.9
2011,All ages,Male,Immigrants: All origins,26.0
2011,All ages,Female,Net migration,-11.5
2011,All ages,Female,Emigrants: All destinations,38.8
2011,All ages,Female,Immigrants: All origins,27.2
2011,0 - 14 years,Both sexes,Net migration,0.9
2011,0 - 14 years,Both sexes,Emigrants: All destinations,5.3
2011,0 - 14 years,Both sexes,Immigrants: All origins,6.1
2011,0 - 14 years,Male,Net migration,0.6
2011,0 - 14 years,Male,Emigrants: All destinations,2.5
2011,0 - 14 years,Male,Immigrants: All origins,3.1
2011,0 - 14 years,Female,Net migration,0.2
2011,0 - 14 years,Female,Emigrants: All destinations,2.7
2011,0 - 14 years,Female,Immigrants: All origins,3.0
2011,15 - 24 years,Both sexes,Net migration,-19.9
2011,15 - 24 years,Both sexes,Emigrants: All destinations,34.5
2011,15 - 24 years,Both sexes,Immigrants: All origins,14.6
2011,15 - 24 years,Male,Net migration,-9.5
2011,15 - 24 years,Male,Emigrants: All destinations,15.9
2011,15 - 24 years,Male,Immigrants: All origins,6.4
2011,15 - 24 years,Female,Net migration,-10.5
2011,15 - 24 years,Female,Emigrants: All destinations,18.6
2011,15 - 24 years,Female,Immigrants: All origins,8.2
2011,25 - 44 years,Both sexes,Net migration,-4.4
2011,25 - 44 years,Both sexes,Emigrants: All destinations,31.3
2011,25 - 44 years,Both sexes,Immigrants: All origins,26.9
2011,25 - 44 years,Male,Net migration,-4.4
2011,25 - 44 years,Male,Emigrants: All destinations,17.9
2011,25 - 44 years,Male,Immigrants: All origins,13.6
2011,25 - 44 years,Female,Net migration,0.0
2011,25 - 44 years,Female,Emigrants: All destinations,13.3
2011,25 - 44 years,Female,Immigrants: All origins,13.3
2011,45 - 64 years,Both sexes,Net migration,-1.8
2011,45 - 64 years,Both sexes,Emigrants: All destinations,6.1
2011,45 - 64 years,Both sexes,Immigrants: All origins,4.3
2011,45 - 64 years,Male,Net migration,-0.9
2011,45 - 64 years,Male,Emigrants: All destinations,3.1
2011,45 - 64 years,Male,Immigrants: All origins,2.2
2011,45 - 64 years,Female,Net migration,-1.0
2011,45 - 64 years,Female,Emigrants: All destinations,3.1
2011,45 - 64 years,Female,Immigrants: All origins,2.1
2011,65 years and over,Both sexes,Net migration,-2.1
2011,65 years and over,Both sexes,Emigrants: All destinations,3.4
2011,65 years and over,Both sexes,Immigrants: All origins,1.3
2011,65 years and over,Male,Net migration,-1.8
2011,65 years and over,Male,Emigrants: All destinations,2.4
2011,65 years and over,Male,Immigrants: All origins,0.7
2011,65 years and over,Female,Net migration,-0.3
2011,65 years and over,Female,Emigrants: All destinations,1.0
2011,65 years and over,Female,Immigrants: All origins,0.7
2012,All ages,Both sexes,Net migration,-25.7
2012,All ages,Both sexes,Emigrants: All destinations,83.0
2012,All ages,Both sexes,Immigrants: All origins,57.3
2012,All ages,Male,Net migration,-18.4
2012,All ages,Male,Emigrants: All destinations,45.9
2012,All ages,Male,Immigrants: All origins,27.5
2012,All ages,Female,Net migration,-7.3
2012,All ages,Female,Emigrants: All destinations,37.1
2012,All ages,Female,Immigrants: All origins,29.7
2012,0 - 14 years,Both sexes,Net migration,-2.9
2012,0 - 14 years,Both sexes,Emigrants: All destinations,9.5
2012,0 - 14 years,Both sexes,Immigrants: All origins,6.6
2012,0 - 14 years,Male,Net migration,-1.8
2012,0 - 14 years,Male,Emigrants: All destinations,4.6
2012,0 - 14 years,Male,Immigrants: All origins,2.8
2012,0 - 14 years,Female,Net migration,-1.1
2012,0 - 14 years,Female,Emigrants: All destinations,5.0
2012,0 - 14 years,Female,Immigrants: All origins,3.9
2012,15 - 24 years,Both sexes,Net migration,-9.1
2012,15 - 24 years,Both sexes,Emigrants: All destinations,26.0
2012,15 - 24 years,Both sexes,Immigrants: All origins,16.9
2012,15 - 24 years,Male,Net migration,-6.0
2012,15 - 24 years,Male,Emigrants: All destinations,13.6
2012,15 - 24 years,Male,Immigrants: All origins,7.6
2012,15 - 24 years,Female,Net migration,-3.1
2012,15 - 24 years,Female,Emigrants: All destinations,12.4
2012,15 - 24 years,Female,Immigrants: All origins,9.3
2012,25 - 44 years,Both sexes,Net migration,-12.1
2012,25 - 44 years,Both sexes,Emigrants: All destinations,38.5
2012,25 - 44 years,Both sexes,Immigrants: All origins,26.4
2012,25 - 44 years,Male,Net migration,-9.3
2012,25 - 44 years,Male,Emigrants: All destinations,22.7
2012,25 - 44 years,Male,Immigrants: All origins,13.4
2012,25 - 44 years,Female,Net migration,-2.9
2012,25 - 44 years,Female,Emigrants: All destinations,15.8
2012,25 - 44 years,Female,Immigrants: All origins,13.0
2012,45 - 64 years,Both sexes,Net migration,-2.3
2012,45 - 64 years,Both sexes,Emigrants: All destinations,6.8
2012,45 - 64 years,Both sexes,Immigrants: All origins,4.5
2012,45 - 64 years,Male,Net migration,-2.0
2012,45 - 64 years,Male,Emigrants: All destinations,4.1
2012,45 - 64 years,Male,Immigrants: All origins,2.1
2012,45 - 64 years,Female,Net migration,-0.3
2012,45 - 64 years,Female,Emigrants: All destinations,2.7
2012,45 - 64 years,Female,Immigrants: All origins,2.4
2012,65 years and over,Both sexes,Net migration,0.7
2012,65 years and over,Both sexes,Emigrants: All destinations,2.1
2012,65 years and over,Both sexes,Immigrants: All origins,2.9
2012,65 years and over,Male,Net migration,0.7
2012,65 years and over,Male,Emigrants: All destinations,0.9
2012,65 years and over,Male,Immigrants: All origins,1.6
2012,65 years and over,Female,Net migration,0.1
2012,65 years and over,Female,Emigrants: All destinations,1.2
2012,65 years and over,Female,Immigrants: All origins,1.2
2013,All ages,Both sexes,Net migration,-18.7
2013,All ages,Both sexes,Emigrants: All destinations,81.3
2013,All ages,Both sexes,Immigrants: All origins,62.7
2013,All ages,Male,Net migration,-9.3
2013,All ages,Male,Emigrants: All destinations,41.6
2013,All ages,Male,Immigrants: All origins,32.3
2013,All ages,Female,Net migration,-9.3
2013,All ages,Female,Emigrants: All destinations,39.7
2013,All ages,Female,Immigrants: All origins,30.4
2013,0 - 14 years,Both sexes,Net migration,-3.5
2013,0 - 14 years,Both sexes,Emigrants: All destinations,11.1
2013,0 - 14 years,Both sexes,Immigrants: All origins,7.6
2013,0 - 14 years,Male,Net migration,-2.4
2013,0 - 14 years,Male,Emigrants: All destinations,5.8
2013,0 - 14 years,Male,Immigrants: All origins,3.5
2013,0 - 14 years,Female,Net migration,-1.1
2013,0 - 14 years,Female,Emigrants: All destinations,5.2
2013,0 - 14 years,Female,Immigrants: All origins,4.1
2013,15 - 24 years,Both sexes,Net migration,-3.9
2013,15 - 24 years,Both sexes,Emigrants: All destinations,23.9
2013,15 - 24 years,Both sexes,Immigrants: All origins,20.0
2013,15 - 24 years,Male,Net migration,-1.6
2013,15 - 24 years,Male,Emigrants: All destinations,12.0
2013,15 - 24 years,Male,Immigrants: All origins,10.3
2013,15 - 24 years,Female,Net migration,-2.2
2013,15 - 24 years,Female,Emigrants: All destinations,11.9
2013,15 - 24 years,Female,Immigrants: All origins,9.7
2013,25 - 44 years,Both sexes,Net migration,-9.4
2013,25 - 44 years,Both sexes,Emigrants: All destinations,37.1
2013,25 - 44 years,Both sexes,Immigrants: All origins,27.7
2013,25 - 44 years,Male,Net migration,-4.6
2013,25 - 44 years,Male,Emigrants: All destinations,19.2
2013,25 - 44 years,Male,Immigrants: All origins,14.6
2013,25 - 44 years,Female,Net migration,-4.8
2013,25 - 44 years,Female,Emigrants: All destinations,17.9
2013,25 - 44 years,Female,Immigrants: All origins,13.1
2013,45 - 64 years,Both sexes,Net migration,-3.2
2013,45 - 64 years,Both sexes,Emigrants: All destinations,7.6
2013,45 - 64 years,Both sexes,Immigrants: All origins,4.4
2013,45 - 64 years,Male,Net migration,-1.4
2013,45 - 64 years,Male,Emigrants: All destinations,3.8
2013,45 - 64 years,Male,Immigrants: All origins,2.4
2013,45 - 64 years,Female,Net migration,-1.8
2013,45 - 64 years,Female,Emigrants: All destinations,3.8
2013,45 - 64 years,Female,Immigrants: All origins,2.0
2013,65 years and over,Both sexes,Net migration,1.3
2013,65 years and over,Both sexes,Emigrants: All destinations,1.7
2013,65 years and over,Both sexes,Immigrants: All origins,3.0
2013,65 years and over,Male,Net migration,0.7
2013,65 years and over,Male,Emigrants: All destinations,0.8
2013,65 years and over,Male,Immigrants: All origins,1.5
2013,65 years and over,Female,Net migration,0.6
2013,65 years and over,Female,Emigrants: All destinations,0.9
2013,65 years and over,Female,Immigrants: All origins,1.5
2014,All ages,Both sexes,Net migration,-8.5
2014,All ages,Both sexes,Emigrants: All destinations,75.0
2014,All ages,Both sexes,Immigrants: All origins,66.5
2014,All ages,Male,Net migration,-7.4
2014,All ages,Male,Emigrants: All destinations,38.3
2014,All ages,Male,Immigrants: All origins,30.9
2014,All ages,Female,Net migration,-1.0
2014,All ages,Female,Emigrants: All destinations,36.6
2014,All ages,Female,Immigrants: All origins,35.6
2014,0 - 14 years,Both sexes,Net migration,-3.6
2014,0 - 14 years,Both sexes,Emigrants: All destinations,10.2
2014,0 - 14 years,Both sexes,Immigrants: All origins,6.5
2014,0 - 14 years,Male,Net migration,-1.9
2014,0 - 14 years,Male,Emigrants: All destinations,4.5
2014,0 - 14 years,Male,Immigrants: All origins,2.6
2014,0 - 14 years,Female,Net migration,-1.8
2014,0 - 14 years,Female,Emigrants: All destinations,5.7
2014,0 - 14 years,Female,Immigrants: All origins,3.9
2014,15 - 24 years,Both sexes,Net migration,0.0
2014,15 - 24 years,Both sexes,Emigrants: All destinations,21.8
2014,15 - 24 years,Both sexes,Immigrants: All origins,21.8
2014,15 - 24 years,Male,Net migration,-0.6
2014,15 - 24 years,Male,Emigrants: All destinations,10.9
2014,15 - 24 years,Male,Immigrants: All origins,10.3
2014,15 - 24 years,Female,Net migration,0.6
2014,15 - 24 years,Female,Emigrants: All destinations,10.9
2014,15 - 24 years,Female,Immigrants: All origins,11.5
2014,25 - 44 years,Both sexes,Net migration,-5.9
2014,25 - 44 years,Both sexes,Emigrants: All destinations,37.4
2014,25 - 44 years,Both sexes,Immigrants: All origins,31.6
2014,25 - 44 years,Male,Net migration,-5.3
2014,25 - 44 years,Male,Emigrants: All destinations,20.3
2014,25 - 44 years,Male,Immigrants: All origins,15.0
2014,25 - 44 years,Female,Net migration,-0.5
2014,25 - 44 years,Female,Emigrants: All destinations,17.1
2014,25 - 44 years,Female,Immigrants: All origins,16.6
2014,45 - 64 years,Both sexes,Net migration,-0.1
2014,45 - 64 years,Both sexes,Emigrants: All destinations,3.3
2014,45 - 64 years,Both sexes,Immigrants: All origins,3.2
2014,45 - 64 years,Male,Net migration,-0.5
2014,45 - 64 years,Male,Emigrants: All destinations,1.9
2014,45 - 64 years,Male,Immigrants: All origins,1.4
2014,45 - 64 years,Female,Net migration,0.4
2014,45 - 64 years,Female,Emigrants: All destinations,1.4
2014,45 - 64 years,Female,Immigrants: All origins,1.8
2014,65 years and over,Both sexes,Net migration,1.1
2014,65 years and over,Both sexes,Emigrants: All destinations,2.2
2014,65 years and over,Both sexes,Immigrants: All origins,3.4
2014,65 years and over,Male,Net migration,0.8
2014,65 years and over,Male,Emigrants: All destinations,0.8
2014,65 years and over,Male,Immigrants: All origins,1.6
2014,65 years and over,Female,Net migration,0.3
2014,65 years and over,Female,Emigrants: All destinations,1.5
2014,65 years and over,Female,Immigrants: All origins,1.8
2015,All ages,Both sexes,Net migration,5.9
2015,All ages,Both sexes,Emigrants: All destinations,70.0
2015,All ages,Both sexes,Immigrants: All origins,75.9
2015,All ages,Male,Net migration,-0.1
2015,All ages,Male,Emigrants: All destinations,35.8
2015,All ages,Male,Immigrants: All origins,35.7
2015,All ages,Female,Net migration,6.0
2015,All ages,Female,Emigrants: All destinations,34.1
2015,All ages,Female,Immigrants: All origins,40.2
2015,0 - 14 years,Both sexes,Net migration,-1.6
2015,0 - 14 years,Both sexes,Emigrants: All destinations,11.4
2015,0 - 14 years,Both sexes,Immigrants: All origins,9.8
2015,0 - 14 years,Male,Net migration,-0.8
2015,0 - 14 years,Male,Emigrants: All destinations,6.0
2015,0 - 14 years,Male,Immigrants: All origins,5.1
2015,0 - 14 years,Female,Net migration,-0.8
2015,0 - 14 years,Female,Emigrants: All destinations,5.5
2015,0 - 14 years,Female,Immigrants: All origins,4.7
2015,15 - 24 years,Both sexes,Net migration,1.1
2015,15 - 24 years,Both sexes,Emigrants: All destinations,17.3
2015,15 - 24 years,Both sexes,Immigrants: All origins,18.3
2015,15 - 24 years,Male,Net migration,0.8
2015,15 - 24 years,Male,Emigrants: All destinations,6.5
2015,15 - 24 years,Male,Immigrants: All origins,7.4
2015,15 - 24 years,Female,Net migration,0.3
2015,15 - 24 years,Female,Emigrants: All destinations,10.7
2015,15 - 24 years,Female,Immigrants: All origins,11.0
2015,25 - 44 years,Both sexes,Net migration,4.5
2015,25 - 44 years,Both sexes,Emigrants: All destinations,35.5
2015,25 - 44 years,Both sexes,Immigrants: All origins,40.0
2015,25 - 44 years,Male,Net migration,-0.3
2015,25 - 44 years,Male,Emigrants: All destinations,19.6
2015,25 - 44 years,Male,Immigrants: All origins,19.4
2015,25 - 44 years,Female,Net migration,4.8
2015,25 - 44 years,Female,Emigrants: All destinations,15.8
2015,25 - 44 years,Female,Immigrants: All origins,20.6
2015,45 - 64 years,Both sexes,Net migration,-0.2
2015,45 - 64 years,Both sexes,Emigrants: All destinations,4.3
2015,45 - 64 years,Both sexes,Immigrants: All origins,4.1
2015,45 - 64 years,Male,Net migration,-0.7
2015,45 - 64 years,Male,Emigrants: All destinations,2.9
2015,45 - 64 years,Male,Immigrants: All origins,2.2
2015,45 - 64 years,Female,Net migration,0.5
2015,45 - 64 years,Female,Emigrants: All destinations,1.4
2015,45 - 64 years,Female,Immigrants: All origins,2.0
2015,65 years and over,Both sexes,Net migration,2.1
2015,65 years and over,Both sexes,Emigrants: All destinations,1.5
2015,65 years and over,Both sexes,Immigrants: All origins,3.6
2015,65 years and over,Male,Net migration,0.9
2015,65 years and over,Male,Emigrants: All destinations,0.8
2015,65 years and over,Male,Immigrants: All origins,1.7
2015,65 years and over,Female,Net migration,1.2
2015,65 years and over,Female,Emigrants: All destinations,0.7
2015,65 years and over,Female,Immigrants: All origins,1.9
2016,All ages,Both sexes,Net migration,16.2
2016,All ages,Both sexes,Emigrants: All destinations,66.2
2016,All ages,Both sexes,Immigrants: All origins,82.3
2016,All ages,Male,Net migration,10.1
2016,All ages,Male,Emigrants: All destinations,31.0
2016,All ages,Male,Immigrants: All origins,41.2
2016,All ages,Female,Net migration,6.0
2016,All ages,Female,Emigrants: All destinations,35.1
2016,All ages,Female,Immigrants: All origins,41.2
2016,0 - 14 years,Both sexes,Net migration,-0.3
2016,0 - 14 years,Both sexes,Emigrants: All destinations,10.2
2016,0 - 14 years,Both sexes,Immigrants: All origins,9.9
2016,0 - 14 years,Male,Net migration,0.3
2016,0 - 14 years,Male,Emigrants: All destinations,4.7
2016,0 - 14 years,Male,Immigrants: All origins,5.0
2016,0 - 14 years,Female,Net migration,-0.6
2016,0 - 14 years,Female,Emigrants: All destinations,5.5
2016,0 - 14 years,Female,Immigrants: All origins,4.9
2016,15 - 24 years,Both sexes,Net migration,-0.1
2016,15 - 24 years,Both sexes,Emigrants: All destinations,18.3
2016,15 - 24 years,Both sexes,Immigrants: All origins,18.2
2016,15 - 24 years,Male,Net migration,-1.5
2016,15 - 24 years,Male,Emigrants: All destinations,9.5
2016,15 - 24 years,Male,Immigrants: All origins,8.0
2016,15 - 24 years,Female,Net migration,1.4
2016,15 - 24 years,Female,Emigrants: All destinations,8.8
2016,15 - 24 years,Female,Immigrants: All origins,10.2
2016,25 - 44 years,Both sexes,Net migration,13.5
2016,25 - 44 years,Both sexes,Emigrants: All destinations,31.3
2016,25 - 44 years,Both sexes,Immigrants: All origins,44.7
2016,25 - 44 years,Male,Net migration,9.2
2016,25 - 44 years,Male,Emigrants: All destinations,13.9
2016,25 - 44 years,Male,Immigrants: All origins,23.1
2016,25 - 44 years,Female,Net migration,4.3
2016,25 - 44 years,Female,Emigrants: All destinations,17.4
